id,name,genre,followers
3NJ94iuAmmMjbszODYT6pO,Subtronics,edm,179289
3wrFoI9EVjWg6m8xXeWr5t,VALORANT,video game music,139083
4JqpJeNOhP6bAkolNMLwFg,Jean Deaux,r&b,129281
5ttgIeUVka6FLyi00Uu5h8,Jauz,edm,375921
1Uyqa2sdHm1bL5JK4IC4zc,Wooli,edm,74078
5FKchcZpQOkqFvXBj1aCvb,Excision,edm,658963
3bwENxqj9nhaAI3fsAwmv9,Tokyo Machine,edm,186652
41rVuRHYAiH7ltBTHVR9We,Slushii,edm,638585
1htHgbGwgCWJBfGiQwcRqC,Dr. Fresch,edm,94417
25oLRSUjJk4YHNUsQXk7Ut,GRiZ,edm,395688
3Hrqjumb6WHg2aAUHJHLND,LSDREAM,edm,91922
54pgkpWVgQYbQXD8bkUP8n,GG Magree,dubstep,16927
0AlNB0yIoyxdKloLmK9AOR,Hex Cougar,vapor twitch,28726
2j551jqYq2HQH3R63vtSQi,So Below,pop,31379
4utLUGcTvOJFr6aqIJtYWV,Skylar Grey,pop,549166
4XxIRZXk8xgrBmt0SNq7E3,Blunts & Blondes,edm,48351
1CXuuw8HJhyN80HlNzvL1e,Sullivan King,edm,159241
2K9qsrYnsu1EWt7ZQkkuXb,Ray Volpe,edm,88929
1a6oIpEh4DGgaqgWg5xwd3,Ganja White Night,edm,176674
24kY0bUku58QhWv5WFFXaf,REAPER,electro house,27341
0deIjoDjl9g9Zpw0sCIOHh,Valentino Khan,edm,222940
4dvZ0abeUaiHm7Fu9Gj0PQ,Eptic,edm,184323
0lLY20XpZ9yDobkbHI7u1y,Pegboard Nerds,edm,344950
4lC8Q0azW5ij2e1skZo377,Stonebank,edm,74462
2fNr4ldujwq97v1jWeqs8K,Kai Wachi,edm,98923
1496XxkytEk26FUJLfpVZr,CloZee,edm,170960
1bDXdxSg3Ve7V7f3bteIyk,Dreamers Delight,vapor twitch,25013
0LIl9fjMPEZp8UDiL8Yuo4,4B,electro house,73124
12FHARd9fY0Tu0ila4Ua25,Trick Daddy,rap,932878
3T0BepBNnd3kw2m10rh8yW,TVBOO,rap,27256
3fjs4zbBFxEFFe8Wyojo0G,Elephante,edm,95430
4OaSyxqlkp7aVpAZwF02QZ,SABAI,pop,19029
4zlw0jXUzd4dRcqI3Y1OiY,Boogie T,rap,70291
2NCEtX40i9lLNpTg2X5583,Metrik,drum and bass,101325
7o7mC95EDbJKTcPAAs8C3r,Big Gigantic,edm,243950
6WLP1sraOcF3Gaxp7xBa4p,Blastoyz,trance,85807
4zxvC7CRGvggq9EWXOpwAo,Kiesza,pop,287629
1kwGj7uDO5WXVXtQLvGJr0,Just A Gent,edm,119220
04p1jV00pBnrmh2rKl0jnT,Juelz,rap,21007
0NV5eY4Jzg4ldg2ikGnV4n,Virus Syndicate,dubstep,61072
5dNqUwGTZcQQ09ecTKkCGH,Dirt Monkey,rap,61291
3HHfEn7yPOy3IiHS6CHG97,Last Heroes,pop,20265
16yUpGkBRgc2eDMd3bB3Uw,MitiS,edm,137126
2BW6zD5lzOxdEFWrgsHMq8,Godlands,electra,7247
3qnMl4DHT4gndzFAcG4FlM,Kill The Noise,edm,408383
1iHaJ84BqipzAefeXNAsdL,capshun,vapor twitch,8756
4Ok1Cm5YX5StCQZgH0r2xF,PEEKABOO,edm,83623
4nMuaJ4kBLDJCRBizNESI6,Caspa,dubstep,63558
0o9qzOHuHkGZ3xMFKpMFkC,Black Tiger Sex Machine,edm,137566
26RHyTSsP5JoS4udf8txU5,YOOKiE,dubstep,43676
04vdWVjgi45nrMAxeCEVQe,Bear Grillz,edm,142371
4odLDriBk6oEZotzLPTSnD,Jessica Audiffred,dubstep,32275
5o2KBzYUFierWmBhSemAhq,Ace Aura,electro house,25909
5CdJjUi9f0cVgo9nFuJrFa,Adventure Club,edm,293645
1ZpDxqXS6HAvoZyCzQfKRb,LEVEL UP,dubstep,16684
1fd3fmwlhrDl2U5wbbPQYN,Apashe,rap,277166
1NpKmfDYMhw1KJIIUCsX4O,Mija,electra,56477
2a8ez0A2owcYhFki9860sm,sumthin sumthin,rap,20671
1smczP1QDorQcyiGA69tF6,Softest Hard,soul,7651
7aWpPjjgItUnXljFxYYKZI,DeathbyRomy,alt z,57433
3EN8pUGJtYWutzf2fUxrDH,Moody Good,electro house,35853
4m1yRHUMhvB8gKAJTjK4kO,Boombox Cartel,edm,203394
47MGg5VHBSS5yHRuMGt6b0,Montell2099,vapor twitch,17827
19EW4WBhl0fvZUQgi7wV5M,QUIX,electro house,58004
4xFadP7L1YVwVSjDDfjKjM,Snavs,edm,71519
2c2X6dr1PHctH24BxNOjHi,Eprom,rap,62471
2U5JmM5bTJuARrzQYnDAKn,Dread MC,bass house,6624
5uiDE9y1o7EEyDbNBo6vl9,Drezo,electro house,60979
2AR42Ur9PcchQDtEdwkv4L,Floating Points,electronica,278649
3JLUCojZaHrX2LaUkSj7Ud,Pharoah Sanders,jazz,123324
53KwLdlmrlCelAZMaLVZqU,James Blake,soul,1286465
2ohlvFf9PBsDELdRstPtlP,Ferry Corsten,edm,240491
0cmWgDlu9CwTgxPhf403hb,Bonobo,electronica,1268818
7E3BRXV9ZbCt5lQTCXMTia,Ólafur Arnalds,compositional ambient,691709
1dABGukgZ8XKKOdd2rVSHM,Lofi Fruits Music,lo-fi,789315
34b7j3TqM5ramjmt2mc8tB,Chill Fruits Music,lo-fi,76851
0g3NiCRhEv7M4SEDMrpItN,Totally Enormous Extinct Dinosaurs,electronica,176533
0z0xZ00PVGWHUEIKPa5UEv,Ape School,pop,746
2fJlM9auuKkUvBgcZ1RY6d,Flanafi,soul,2341
0IVapwlnM3dEOiMsHXsghT,Nosaj Thing,electronica,198033
57okaLdCtv3nVBSn5otJkp,HYUKOH,r&b,458516
0BNz24TKUn8Ov1ApFkLzA1,Emile Mosseri,soundtrack,13313
6P86FLVAK4sxu8OhyQJBvH,Kaitlyn Aurelia Smith,electronica,55756
6niigcazB2JPcpasZfZvq1,박혜진 Park Hye Jin,pop,95296
12m4a5ljGoe6yyYPpVi7Hr,E.VAX,electronica,8986
5iUnvXddCpOrbWKm7QMr6o,Vegyn,electronica,68492
6LHsnRBUYhFyt01PdKXAF5,Bob Moses,canadian,318897
1FY8kqUQKHwjibwLbp5cey,Eelke Kleijn,tropical house,91624
4jGpKAmwvU263l0tUh4xKU,Joris Voorn,electronica,147566
0rasA5Z5h1ITtHelCpfu9R,Paul Kalkbrenner,electronica,1097800
7ry8L53T4oJtSIogGYuioq,NTO,tropical house,210263
297Z0teiCkp5s9eneWROpI,Kasablanca,progressive house,13740
6caPJFLv1wesmM7gwK1ACy,Boris Brejcha,tech house,1092726
5CkVLGKUJkIc1pmSk10QP4,Eli & Fur,edm,93450
6sOEMfvCfHQ9dhSWyamXVb,Nils Hoffmann,progressive house,33091
5EmEZjq8eHEC6qFnT63Lza,Tinlicker,edm,138064
4nknUpUYu4baxWwkunq81Z,Felix Raphael,organic house,6286
2zgFYHwSEYOc1KnldGsBXK,Oxia,tech house,63469
32wcuqRxZuBY5HbH1bWa8h,Tube & Berger,tropical house,78222
5Pb27ujIyYb33zBqVysBkj,RÜFÜS DU SOL,edm,1136149
224Zsim3dmWXWYUXFuHv0o,HANA,pop,114608
0cjvrTtv350Ls87eGY80iz,Massane,progressive house,14662
2rdSCmWgrIWA8pmwhS1T2k,Vandelux,tropical house,24764
08jywfUS0hp8XYlYs0cvz8,Rampa,tech house,76792
50Lr1puweM1hFsF1LpIZLM,WhoMadeWho,electronica,178326
1XcPIHqirx1Jaxm2bAxMeV,gardenstate,progressive house,14892
2uodbv2953Z7R1ipwucK2A,Bien,pop,12014
1Cg7AdS9hOJBqmGUdbQ6Ux,Lizzy Land,pop,8895
1K80Wcuuo13i28cVd68mxm,Dave Winnel,electro house,11872
3VVLqeEqQQqTgT8YhfY9Z6,Emmit Fenn,edm,156137
7CWqlWlNqgpEYr4vwcVzCJ,XIRA,pop,1613
04m3oUGzjO3EJTQidFzTgM,Nora Van Elken,tropical house,57341
5zSWGyWE5d0PYaYrtdVwOz,Y.V.E. 48,pop,71008
2AcUPzkVWo81vumdzeLLRN,Rhye,soul,596730
5szdY7KaSi7epwyffrbV8c,Poolside,soul,238953
1BPsbKiNgav1TY1ITIU8C5,Benji Lewis,pop,17524
42KUul1wLmOdQCEYf3MweS,Lonely in the Rain,new french touch,12044
2tndYCXQneCV4jtoWRwVpz,Lucas Estrada,edm,117664
1VBAKMui4zm5MnBWNn3NbL,Devault,vapor twitch,39424
5zovXI5By2gUhdr7EByjLa,Monkey Safari,tropical house,94049
1abeK6nTH1bQUmfhyfSpPh,EMBRZ,tropical house,46913
7mnuMLgvXdCWzyB4sQCG7k,TWO LANES,uk dance,55375
67xyhWIvYQK5qr6b0gElst,Rae Morris,pop,65540
0VbDAlm2KUlKI5UhXRBKWp,Henry Green,soul,59837
3tSvlEzeDnVbQJBTkIA6nO,Christian Löffler,electronica,234195
41DKMtAnhVo7aDeluAHDJg,MYRNE,edm,43785
5GxyeQagayzZOg4UwffQlD,Chicane,trance,141560
10gzBoINW3cLJfZUka8Zoe,Above & Beyond,edm,733828
3W9UldYu0xJcaOAw2SUTDI,Panama,australian,111950
3PvqCbhNlq96JXxPszCMZT,Kidnap,tropical house,65438
3d13oWvwmjcodRr3NzdArc,Forester,tropical house,26586
0jM4IKp6YlTxq8tNDH9fX3,ATTLAS,progressive house,45204
5x6H8meBBWk6J8qcIWxW7w,Mango,house,3657
0Upbj4hHk4d4UJ0HhnVs4F,il:lo,vapor twitch,29079
1F3BcbR6yzILOCzzA3i0Rh,Mishegas,soul,13415
0hMfbfkUs2tiOOZpSwLmDu,Makebo,organic house,4269
1bpbyzXfwOMIBHq6y02Nqc,Amonita,organic house,5529
5UVzX8pQe6bb5ueNdfViih,Chris Malinchak,tropical house,82032
5aNJpeK3hUdPY9orfExdOF,Ayelle,soul,32003
4qOzMSukiZoiSjPQw8Zs7s,Mansionair,edm,164354
3sb3yLRnhW2L2ulU93eKfl,Beacon,electronica,35830
4hxy6gamr697jKBPSmHcpB,Alex Keeper,new french touch,2640
6aAestjbtEbALwyIYPg8Na,LissA,pop,15682
238y1dKPtMeFEpX3Y6H1Vr,Parra for Cuva,tropical house,152136
20L5MecnuNujUE6imrfK0Q,York,progressive house,16429
29eCbkd3VZXMgG5Ggyuaog,Nourey,progressive house,2099
0VWvUvjaHaW1OeXtcVISu9,Fejká,new french touch,19008
1gALaWbNDnwS2ECV09sn2A,Nightcrawlers,disco house,45244
30ut8L4gmEz4vNr1zNhpbh,Ida Corr,pop,19298
7dc6hUwyuIhrZdh80eaCEE,Fedde Le Grand,edm,358792
1jQDgp9Fak4WYVZedWLF4G,The Biz,electro house,2942
4z4m1P0iX2nRSPDBEZ8LBT,DJ Sammy,pop,78080
7sQECgfT3RtfL0RZWK63Wg,Do,pop,28126
3TNt4aUIxgfy9aoaft5Jj2,Yeah Yeah Yeahs,rock,1152449
2sd9Q3r0Jhqpe3w9WVuG43,Crystal Waters,disco house,105068
7vb7VLDqpLTlAy1ctTMR5d,Alex Gaudino,edm,110378
64rxQRJsLgZwHHyWKB8fiF,Eiffel 65,pop,305716
3o1cwVQfiDWafhYA02k13C,Crookers,house,80745
4EhiIwwMPecLznwn87sRw2,Joachim Garraud,electro house,30249
1N9n8MSxrr4Emhb566493b,Morgan Page,edm,143225
1C60viSZv6BoYtrnkZ44g5,Nadia Ali,vocal trance,98954
5WVf5DCSYmK4JYD6vIcttw,iio,trance,28521
2t9efDsc10DtZpi4LP3BJJ,Fragma,trance,48145
6eUtrZgzxqbV7zMxzN3Sz2,twoloud,edm,162330
5MO2kbaGGA2a8kL4c9qqHq,Paul Oakenfold,trance,183872
6YHM1vRoDQZuS7GLVx7qVO,Asher D,grime,6323
2WvLeseDGPX1slhmxI59G3,Robin S,disco house,73963
2YL0l5fnyHE9FEf1bwFGCc,Kleerup,pop,41010
6UE7nl9mha6s8z0wFQFIZ2,Robyn,pop,790445
24To1vtxXzfI8ok2WUeRMs,Planet Perfecto Knights,trance,4534
6JtFllJR7nhh8fa6oGefSj,Late Night Alumni,disco house,66009
64MoFdq8ORI3V98AR5SPWL,BT,progressive house,89577
49H2dQUNhIlso7VNkS8nFR,Freemasons,pop,52199
4nmrm4zpgJ0RC6aZRSUEjF,Wynter Gordon,pop,59375
1xNmvlEiICkRlRGqlNFZ43,Axwell,edm,1558220
6hyMWrxGBsOx6sWcVj1DqP,Sebastian Ingrosso,edm,943797
1bpzpALZwOoKXzwMg2i8WB,Dirty South,edm,218055
5VWIuZAPbBdtFHdbDyYeHQ,Evermore,rock,42670
5Hini2nQyoglzpdKe41cZt,UMEK,tech house,147101
6J8msLSTRXnKJofhAMkWXG,Beltek,trance,2084
2tJIQxQM0X4lCYERyANSdT,Kirsty Hawkshaw,vocal trance,6910
1t65YxEAtU3iii6bCzSGF8,Emma Hewitt,progressive house,84311
0l59CBSPDfKBXlyHya0pew,Gregor Salto,electro house,35161
1qh1aHXy7LRcb7eyriuJTS,Rehab,redneck,286075
25sJFKMqDENdsTF7zRXoif,Klaas,edm,105680
4ME85YvMUi1hdqhbind7gy,Guru Josh Project,house,59111
1tZ0IeTjOOVtRI0EKBsekw,Sarah Howells,vocal trance,3078
6H2JQ8igAAa5UBr2u496mb,John O'Callaghan,progressive house,97866
20O4Ik25BbWfWBz0kZtsxX,M.A.N.D.Y.,tech house,44609
1LOB7jTeEV14pHai6EXSzF,Cash Cash,pop,668174
2U3FuHYvL3vhkbDAXm24Ep,Dan Caplen,soul,26503
3JhNCzhSMTxs9WLGJJxWOY,Macklemore,pop,1954342
2auikkNYqigWStoHWK1Grq,John Martin,pop,41860
4fwuXg6XQHfdlOdmw36OHa,Paloma Faith,pop,1116059
4kYGAK2zu9EAomwj3hXkXy,JP Cooper,pop,812478
5w6mMj1qwSILG0pcylfchp,FÄIS,pop,30769
5CCwRZC6euC8Odo6y9X8jr,Rita Ora,pop,7731597
4WN5naL3ofxrVBgFpguzKo,Rudimental,pop,1341835
5KNNVgR6LBIABRIomyCwKJ,Dermot Kennedy,pop,1212154
7CajNmpbOovFoOoasH2HaY,Calvin Harris,pop,22979797
7EQ0qTo7fWT7DPxmxtSYEc,Bastille,pop,5190707
5iNrZmtVMtYev5M9yoWpEq,Seeb,pop,319237
6Paz0vXJJ9bCPf0fEm3qzg,Dagny,tropical house,155633
5H6xmHXjsq98NLbEjuE29f,NEIKED,pop,132037
2QMCcKIPHnjQaPPgoEst88,Matisse & Sadko,edm,127562
6S2OmqARrzebs0tKUEyXyp,Demi Lovato,pop,23638827
1nzgtKYFckznkcVMR3Gg4z,KSI,uk hip hop,2497506
5DYAABs8rkY9VhwtENoQCz,Gavin DeGraw,pop,1231542
7qRll6DYV06u2VuRPAVqug,Foxes,pop,301219
34v5MVKeQnIo0CWYMbbrPf,John Newman,pop,685579
61lyPtntblHJvA7FMMhi7E,Duke Dumont,edm,676723
3jNkaOXasoc7RsxdchvEVq,Chase & Status,drum and bass,643300
1xT5p0VBpnZDrvVSjX9sri,Dash Berlin,edm,526962
4yxeyorUKkW9fOOBeguEC9,Flynn,pop,6180
364ge6OLf1AsRisexSjfJN,Big Pineapple,edm,3715
1HxJeLhIuegM3KgvPn8sTa,Jack Ü,edm,1073810
1mU61l2mcjEFraXZLpvVMo,Matthew Koma,pop,101411
0p7L2MImTqtWEAlMN9qHYx,Jay Cosmic,edm,12676
3e7awlrlDSwF3iM0WBjGMp,Little Mix,pop,10914162
0RC0nC8QI7l4NXAOqDsamQ,Audrey Gallagher,vocal trance,6288
4DXcK8M3bJkCFfhHIkudyL,Ben Gold,progressive house,49048
79QO0Xmn1dZhvaLicS2Yrs,The Night Game,pop,37586
0pyi4vNCq5T6GgV1rt7ncc,Kyau & Albert,edm,48667
6OO0PboZcIWUWL7j2IyeoL,Markus Schulz,edm,297999
0haZhu4fFKt0Ag94kZDiz2,Sofía Reyes,pop,2741531
0bMKf3lIYR9GaNTdFKkTOr,Zonderling,edm,79228
5eTeHyszhixBkqm4L9xrjW,David Benjamin,pop,13582
0eBOZ74PcpQb3SisNPgaRQ,Jake Reese,pop,9318
6BrvowZBreEkXzJQMpL174,Hardwell,edm,3653371
4SqTiwOEdYrNayaGMkc7ia,LÉON,pop,344938
5ujrA1eZLDHR7yQ6FZa2qA,Vera Blue,pop,173948
0jNDKefhfSbLR9sFvcPLHo,San Holo,edm,669779
24V5UY0nChKpnb1TBPJhCw,Jai Wolf,edm,273207
0PxzGnCYBpSuaI49OR94cA,Big Wild,pop,233699
5r5Va4lVQ1zjEfbJSrmCsS,BROODS,pop,479751
3Qy1IxDSU8SLpUUOfbOpxM,The Chain Gang Of 1974,pop,63106
6wKxOKEA3K6R2UZ3COLXEY,Elohim,pop,169894
3niPESDNKjDtTNfWzxZkXv,Herizen,pop,17306
4dM6NDYSfLcspt8GLoT5aE,Hippie Sabotage,edm,823621
5eIbEEQnDM8yuDVB0bimSP,RL Grime,edm,395280
714O3xvBNiclo82vxBn8Bf,k?d,edm,64548
2aOoD3zsuYforFcDvUpZoH,KRANE,pop,43364
1Vxf1UfzcxqzqItoOA0DDT,Vindata,vapor twitch,40384
5dehztX64sgpHfGE3ooDlg,Kenzie May,pop,5844
2i9uaNzfUtuApAjEf1omV8,Wet,pop,251131
4T5kpUiQUVJhuf9YT28qlf,Branchez,rap,15844
1t8LijuXy59r0O5qlLkENl,Adam Tell,future,5260
7oRWzmj2sdRKqbgwbEmODT,JKuch,future,10611
007nYTXRhZJUZGH7ct5Y3v,Tails,pop,19388
5uz8HDS6eOsefdqSyMlTzi,On Planets,vapor twitch,9900
3htNAy3vYWWYV8RZFeyRMT,Slow Magic,pop,122511
6JdqHrxwmL2eeJO2oAnQG9,Rando,lo-fi,1245
7cTaYwNT1P49mASgKULKab,MOONZz,pop,38130
0Hh9X3QxTHPE2dlAS1g8IN,Rome in Silver,vapor twitch,22087
72heZIc2iMXdpDwsTjTcCQ,Biicla,vapor twitch,7836
3SL3PIAghJvyjrCZkZQXhZ,PINES,vapor twitch,17401
32B4m0OTNUKzhgYGCCvTZw,eugene,dubstep,3083
5W9QwHSJPJ5blGIyn8nSUb,STUCA,dubstep,11344
3fmMaLC5jjf2N4EC2kTx0u,Hermitude,edm,251605
6wFwvxJkurQPU2UdeD4qVt,The Jungle Giants,australian,239933
532VhOtZQ47TWSTGwbZ4kF,sober rob,vapor twitch,23532
7uaIm6Pw7xplS8Dy06V6pT,Trevor Daniel,pop,723717
4aCkc4HrwC4Dopig7RELoH,Kidswaste,pop,46256
0XW7mqhbaQnRtHmwfAVg64,Tisoki,electro house,59313
3MJ2o2vTovueQARKmOzHls,Lowell,pop,20034
3lkwqHO5vO9jUlmJd0N5aC,Greta Stanley,pop,9258
2GH5uRMxmuAWn90B8DEZU3,Pham,rap,59264
4FoQJyBgyhdDCb1wdEgNZh,Hekler,rap,28436
1rQItbnVgtRiJkTxHRBUc0,Player Dave,future,7979
1He0ZKninbT4FMEV9hUZKn,Mindchatter,soul,41502
1Tvhj4mF2pvvAT1InLbRKs,Kim English,deep house,8558
7gA8yMxRoBujfmpDLuLPvx,Schak,house,2348
54R6Y0I7jGUCveDTtI21nb,Boney M.,pop,1500145
6QMABvTzixnxzsLYyhqRxI,Majestic,pop,47168
6T5tfhQCknKG4UnH90qGnz,DNCE,pop,4330025
5he5w2lnU9x7JFhnwcekXX,Skrillex,edm,8000971
7jEEE187pVG6InOxn03oA5,Benjamin Ingrosso,pop,160417
3K2zB87GZv1krx031en5VA,La Roux,pop,626746
6HQ6vf4AloXyVNdyJhrX1J,GAMPER & DADONI,edm,130650
1H1sDUWSlytzifZTDpKgUA,Belters Only,pop,24533
0Ty63ceoRnnJKVEYP0VQpk,Sting,rock,2751945
3WtrH1zNpzoPSz6XpwCh6y,Delilah Montagu,singer-songwriter,12314
2uGKgNuq7MnKksXiSO6HjB,KVSH,edm,360936
5czbzNZZfWpyFgZyfT3Mkk,SIDEPIECE,edm,47154
49CE2ffZ6Z3zeYSDauSKck,Tungevaag,edm,137823
5QySqc6yAFDx9m7fedFZmC,Brennan Heart,euphoric hardstyle,284309
6nS5roXSAGhTGr34W6n7Et,Disclosure,pop,2073671
329e4yvIujISKGKz1BZZbO,Farruko,rap,14319749
3rJPS8fYBokXpYw1mS9wr0,Raphaella,pop,6895
2wX6xSig4Rig5kZU6ePlWe,KSHMR,edm,1678775
2dhLVCzAEMbAu1SSkAoOGV,JØRD,edm,160873
4cdyqaBREB68H77QKCrKP1,Dubdogz,edm,363569
1TcbdifqhtxLz77unBYJ7z,CORSAK,pop,36929
2w9zwq3AktTeYYMuhMjju8,INNA,pop,1174523
1cK2Abwkni7m51wJCSGllN,Ultra Naté,disco house,48466
4ckLjJztj53Ifid7WHweBn,Aleyna Tilki,pop,782397
6zsJjoCtL1WByG0VsuFWzR,BLOND:ISH,organic house,56563
3UgcksTtuB1Jnn8BrisEiC,Emma-Jean Thackray,soul,34260
3qEwwb8O7MSkGRohGYEzkO,Theo Kottis,house,8602
1ysHnRqLx1sIFxUlahQftx,Kyson,soul,31295
27ze6hCgfr3HcDZAHY60pg,Låpsley,pop,220745
2X2QKxpUF4yemFqILMoZUQ,Buddha-Bar,world,175633
4ljGdf7WSUgs2gc0TVGNGV,Ali Kuru,organic house,23668
45fFrwMq6sPP5P4k1qqFi7,James Grant,uk dance,16507
5gTVJRQmuS88nOhhdHqErL,Jody Wisternoff,progressive house,53321
1UL813H5aj3e8ekE5RqWqc,Tale Of Us,house,330779
6X8lhZ7YaRUBlOsOYimlyD,Kiasmos,electronica,221846
0nUF7iT0e6D5xEl743Jfu3,Icarus,house,47623
2FsZnS8gQ8jG1HGnPYNlm9,Jamie N Commons,rock,80891
3rUqgY188kWz0hKkqnpk9F,Richard Walters,indie folk,15302
1s7HL44LNzG6PoXFft90mx,Rowee,organic house,2319
4Hl6TEQAFgH0XrZq4f8okX,Session Victim,soul,53866
6yCdWsTDt4Dmb5GMZd5QLb,Kink,deep house,58400
41gxyJbzbAaChEyrZ9j3rv,Ouri,electra,10113
17j0kFtqn9Fss3D916jSlp,Sébastien Léger,tech house,61534
68vO4fkFxLbWPxTSHosxsB,Tim Green,tech house,21721
4dktzc5hWsQPqmovObGZIG,Tor,electronica,33214
4zAOqBfNLyWFvj1e3yvypJ,Catching Flies,soul,67778
2zagWFWxFhQg3OvUmnnliq,Angelos,afro house,2639
4aulLg9UvpHY9dIRqr30Qh,Infinity Ink,house,21986
5KEjVMaEdZ1tHgaAIkZCVp,Yasmin,pop,5158
3VMySRm8fO4XQIDfEnVlro,"Joaquin ""Joe"" Claussell",house,6734
5dncbrnveDMX9DgxcedeUg,Louie Vega,disco house,54877
3HghjRl8Mo6OJWG0WElY2z,Way Out West,progressive house,40649
5NkUpXWkeXspvu7iQQOHhP,Phaeleh,future,92536
5mrbZMjvRmXg6s1PeSWSoZ,DJ PP,house,5918
7En86TUEQnK6O2EEisI8Mx,Gabriel Rocha,house,1818
5N7gp2n04e1TJ6MaKyvrbI,Pablo Fierro,afro house,25209
4ayLYM2DPcx5ItuBNT91IJ,Rick Wilhite,house,3415
1ic0FHNGIjXZAWH6O6Reif,Ship Wrek,edm,56020
5qQFXHDOeYjiZVrCUO56Pk,Maia Wright,vocal trance,11609
5T0j6On1EthT2QVNXh8vqc,Minelli,pop,116860
53M4Iv2RkzzxFFvW2B1jhC,Breathe Carolina,pop,350801
1rSGNXhhYuWoq9BEz5DZGO,ARTY,edm,176251
4c4aEmXU6Hx95REbIZ3S82,Rozzi,pop,41232
0XqFDQJjqW5PfhfBCb53LR,Sick Individuals,edm,184231
4FcZfItjVIsfO9TynErl7X,Jubël,pop,71865
5T4UKHhr4HGIC0VzdZQtAE,Faithless,electronica,569559
77AiFEVeAVj2ORpC85QVJs,Steve Aoki,edm,3703321
4oEhVAb4wkpqQbOqVMroI4,Ninet Tayeb,pop,56212
6S2tas4z6DyIklBajDqJxI,Infected Mushroom,trance,660220
4LZ4De2MoO3lP6QaNCfvcu,Said The Sky,pop,256202
6nKQmcReKxJx1vUt9g25j6,SayWeCanFly,pop,111552
3a9qv6NLHnsVxJUtKOMHvD,The Glitch Mob,edm,542622
4F84IBURUo98rz4r61KF70,The White Stripes,rock,2754242
0hprEC0nsWuQPSHag1O2Vi,Gareth Emery,edm,290800
053q0ukIDRgzwTr4vNSwab,Grimes,pop,1817864
2u01kCKA5wDvvztuH8lyT0,SVDDEN DEATH,edm,168035
0RqtSIYZmd4fiBKVFqyIqD,Thirty Seconds To Mars,rock,3248754
6wWVKhxIU2cEi0K81v7HvP,Rammstein,alternative metal,7264527
0mO3Yf5XIPHfAbHh8yWLFk,PhaseOne,dubstep,102649
3qyg72RGnGdF521zMU02u9,Northlane,metalcore,287653
0JOxt5QOwq0czoJxvSc5hS,GASHI,pop,227808
72iCiKwu6nu6Qq9emIwzYv,Kayzo,edm,193140
5ypxebeHEIXjMtJb17uJlI,Jet,rock,519252
4AT7XlLBevgZIiKvZQ83ye,Trivecta,edm,57848
3GzWhE2xadJiW8MqRKIVSK,Underoath,pop,545052
1s6bMklFjSRcrMy2FtobWM,Calcium,dubstep,32010
1QeTjGvzNdgEbglFeedKWe,INHUMAN,dubstep,43552
2ooWmQC4NQUQZ3z00mZQyK,GHØSTKID,metalcore,45683
2ZmerElhvxg8uVKCmlZ4ij,AWAY,future,17263
6SnMMbLQ4iS8WIyt3ksmCR,Echos,pop,72719
3LkSiHbjqOHCKCqBfEZOTv,Atreyu,alternative metal,831386
02nZLQtQ4vL5iHyp6atBrh,Calva Louise,rock,19385
4yzZdtb9UicgY2M23eEtL9,Mazare,electro house,12800
126FigDBtqwS2YsOYMTPQe,Hawthorne Heights,pop,434242
0CEFCo8288kQU7mJi25s6E,Hollywood Undead,rock,2187031
4qUoZ6ErhTYFhAI0W1iI9q,Ezekiel,pop,73215
5ojhEavq6altxW8fWIlLum,Escape the Fate,pop,1160660
0ycHhPwPvoaO4VGzmMnXGq,Zomboy,edm,770495
33o00sXuyWiApOFzo0vr0z,Crywolf,edm,139446
4tususHNaR68xdgLstlGBA,Of Mice & Men,metalcore,1180058
7lXEr5KUTTaln112daJv5t,The Forgotten,dark,2707
2yT7X3Gg2S51DHz67FAYL6,SNAILS,edm,134737
1lzugG0lqNh9nP6Fp2zG3c,Global Dan,rap,145054
3L7JnVovGbYSUmRyqhXMYO,Fairlane,pop,27427
7pPCkPhaRLkGmovI5M0zCq,Kala,canadian,5833
0e86yPdC41PGRkLp2Q1Bph,Mother Mother,pop,3086270
3cMInYqk6yzf37zo8iznoz,DNMO,uk dance,38663
2Zxy5LwBatI5kw4uponwHQ,Riot Ten,edm,92558
6FBDaR13swtiWwGhX1WQsP,blink-182,rock,7283780
0oad1RRAiN1UpaOWbIB0EW,Saint Punk,dark,19283
17esEoE9uEHFKuzkar2UL0,Tony Junior,edm,128580
6UOk7DmvqlzWmo6gjhZvn6,Da Tweekaz,euphoric hardstyle,254759
4LBa6kTLaQHiONCfTfTaXV,Toneshifterz,euphoric hardstyle,47455
7FTQICqfx93tZdwZJb3wt2,Firelite,euphoric hardstyle,7554
3Bd1phrOZJuCev9U0bzdtA,Ben Nicky,trance,72761
1yWjNh9SRE7C59A3LDIwVW,Groove Coverage,pop,116864
2FmgW6Jee0JQKtb6EnBWCq,DJ Isaac,euphoric hardstyle,66823
6L7a6wPGpvLtTwOsMLnF1z,D-Block & S-te-Fan,euphoric hardstyle,176129
4EViwTsUibZWyo1K5EgrJt,Special D.,pop,42235
73jBynjsVtofjRpdpRAJGk,Dimitri Vegas & Like Mike,edm,3284814
0N0d3kjwdY2h7UVuTdJGfp,Cascada,pop,458663
