Id,Label,timeset,name,genre,followers,componentnumber,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality,modularity_class,stat_inf_class
1OwarW4LEHnoep20ixRA0y,,,Robert Plant,rock,981470,0,1,7,16,0.11981,0.126873,0,0.002231,589,650
5J6L7N6B4nI1M5cwa29mQG,,,Alison Krauss,singer-songwriter,324552,0,4,19,15,0.136114,0.147046,0.000631,0.008522,589,650
2SGFnb6c73UJd1vT6aGBMl,,,Tropidelic,reggae rock,50072,84,1,1,1,1,1,0,0.00103,79,102
41Q0HrwWBtuUkJc7C1Rp6K,,,311,rock,889161,84,1,1,1,1,1,0,0.00103,79,102
4YLtscXsxbVgi031ovDDdh,,,Chris Stapleton,contemporary country,5011513,0,7,12,13,0.179509,0.201698,0.002459,0.071829,158,650
1MIe1z4RdqLqHSJsb7EBMm,,,The Greeting Committee,indie pop,108291,0,1,1,17,0.108773,0.114772,0,0.001409,154,597
0eI3X5rAzHRZVe5FPk4MN1,,,Bad Wolves,alternative metal,593130,76,1,1,1,1,1,0,0.00103,80,103
0W8xe7IqAPlnBRMUpWOUuJ,,,Meg Myers,electropop,219281,85,1,1,1,1,1,0,0.00103,81,104
6Wr3hh341P84m3EI8qdn9O,,,Rise Against,punk,2552454,85,1,1,1,1,1,0,0.00103,81,104
1lqW59DUEKqvcHc8mVWBtH,,,Our Lady Peace,rock,335685,86,1,1,1,1,1,0,0.00103,82,105
2hThsqaVEAWhWPBXnaOfB9,,,Pussy Riot,escape room,100161,86,1,1,1,1,1,0,0.00103,82,105
4KY9rCrokaoFzvMfX98u1q,,,IRONTOM,modern rock,19769,87,1,1,1,1,1,0,0.00103,83,106
5WGrqaw1HnSJTslqdqZKOj,,,The Dead Deads,slayer,9945,87,1,1,1,1,1,0,0.00103,83,106
2HOMW1liAxI3URnEq95SMS,,,MISSIO,electropop,482628,0,1,2,16,0.124713,0.13171,0,0.001644,252,532
4rojTfP5nRkmYpdSbWQgV4,,,Death Stranding: Timefall,video game music,26378,0,2,3,15,0.142477,0.153257,0.000158,0.006083,252,532
47mIJdHORyRerp4os813jD,,,League of Legends,video game music,1524219,0,3,16,14,0.134618,0.147824,0.00025,0.007711,621,658
53XhwfbYqKCa1cC15pYq2q,,,Imagine Dragons,rock,43537945,0,4,15,13,0.152056,0.170626,0.001093,0.022668,621,658
0Cp8WN4V8Tu4QJQwCN5Md4,,,BENEE,pop,725265,0,5,5,14,0.144267,0.154419,0.001194,0.010722,623,658
7gXb99Sf9nNmpNYeAgIQFG,,,Sub Urban,viral rap,1372567,0,2,2,15,0.126091,0.132636,0.000158,0.003674,623,658
4fv1OFJywZ7DHCz3mVQQ45,,,Grabbitz,edm,76333,0,2,2,16,0.114047,0.123114,0.000791,0.004268,252,389
0MqXw0plXKIaJtM342hIag,,,Layto,alt z,75390,88,1,1,2,0.666667,0.75,0,0.001286,85,107
4kI8Ie27vjvonwaB2ePh8T,,,Portugal. The Man,rock,1335714,0,2,2,13,0.147227,0.161821,0.000473,0.008405,39,1277
58eJhHRICp87T2IFcP0bYh,,,Slush Puppy,viral rap,51925,0,1,1,15,0.133097,0.143387,0,0.00311,252,512
1Ffb6ejR6Fe5IamqA5oRUF,,,Bring Me The Horizon,rock,4518843,0,7,7,14,0.166126,0.184149,0.001187,0.037387,252,532
1uU7g3DNSbsu0QjSEqZtEd,,,Masked Wolf,viral rap,623567,0,4,6,13,0.165975,0.187885,0.000822,0.053417,589,390
4MzJMcHQBl9SIYSjwWn8QW,,,Spiritbox,metalcore,330753,0,1,1,14,0.13664,0.149,0,0.005843,158,269
5sWHDYs0csV6RS48xBl0tH,,,Two Feet,pop,1703496,0,1,1,16,0.111976,0.116421,0,0.001457,623,658
4aKdmOXdUKX07HVd3sGgzw,,,Rezz,edm,429486,0,4,7,15,0.128428,0.141213,0.001187,0.008855,252,389
38wxcfNEqMwuPniHvplin5,,,Neoni,alt z,175848,88,1,3,2,0.666667,0.75,0,0.001286,85,107
06vRrrjT3DBRkhBlXoBdYj,,,Lauren Sanderson,alt z,168383,89,1,1,3,0.444444,0.541667,0,0.001352,84,491
4SdIXLzfabqU61iK7SnKAU,,,G Flip,australian pop,162197,89,2,2,2,0.666667,0.75,0,0.002649,84,491
50tDsT4wwq8FCMJNkn1D67,,,AViVA,electropop,409724,88,2,4,1,1,1,0,0.002125,85,107
1zNqQNIdeOUZHb8zbZRFMX,,,Swae Lee,trap,1560804,0,9,21,12,0.186005,0.212134,0.003367,0.185888,127,90
77SW9BnxLY8rJ0RciFqkHh,,,The Neighbourhood,pop,10758996,0,1,1,15,0.135819,0.147678,0,0.004554,127,485
4cJKDGSv4Dz9QycXYmo565,,,glaive,hyperpop,208992,0,2,4,15,0.127385,0.138418,0.000121,0.004746,158,486
0vqJkZ0RpLZixt3lTmD8vP,,,Whethan,edm,251302,0,6,13,14,0.145706,0.162888,0.001294,0.018062,158,486
2wIVse2owClT7go1WT98tk,,,Missy Elliott,dance pop,2085781,0,12,19,12,0.176805,0.199962,0.001296,0.093614,39,374
0QJKELJZZuLAjqLOOixJm5,,,The Bloody Beetroots,electro house,236202,90,2,4,1,1,1,0,0.002125,86,108
40JMTpVRUw90SrN4pFA6Mz,,,Ana Tijoux,rap,391477,90,1,3,2,0.666667,0.75,0,0.001286,86,108
4AA8eXtzqh5ykxtafLaPOi,,,What So Not,edm,297187,0,5,11,14,0.145032,0.159545,0.00126,0.011637,589,240
7yPPzu5UdAK7yagQqjEZQm,,,Party Favor,edm,167148,0,4,4,15,0.130468,0.140845,0.000241,0.008483,252,297
1riHqX633Kup3mJAw8WR8p,,,Kenny Wayne Shepherd,rock,294237,91,2,7,3,0.5,0.611111,0,0.002716,1114,109
2NcbLU1bW55eahD0UgD7U3,,,Brian May,rock,342480,91,1,6,4,0.352941,0.444444,0,0.001358,1114,109
00YTqRClk82aMchQQpYMd5,,,Our Last Night,modern rock,956930,92,1,6,1,1,1,0,0.00103,87,110
1CF8aEN939swnuIZGFI7Hk,,,The Word Alive,metalcore,298774,92,1,6,1,1,1,0,0.00103,87,110
3ZqRIzadY4WYQEg4Hj2vGC,,,Robin Guthrie,rock,25577,93,2,2,2,0.75,0.833333,0,0.002384,88,111
61uYVpJPgBq9dNrfUy6kTp,,,Medicine,pop,21131,93,1,1,3,0.5,0.611111,0,0.001319,88,111
3d7MqowTZa2bC5iy1JXLLt,,,Hatchie,indie pop,58453,93,2,2,2,0.75,0.833333,0,0.002384,88,111
0IKVDL3N8vpYgeNOV6np14,,,Lex Amor,alternative r&b,23267,94,1,1,1,1,1,0,0.00103,89,112
5yRolHpTcDas7KX7KiH6Wd,,,Wu-Lu,chamber,19744,94,1,1,1,1,1,0,0.00103,89,112
0rvjqX7ttXeg3mTy8Xscbt,,,Journey,rock,4654127,95,1,1,1,1,1,0,0.00103,90,113
5xQKoGD7Ql92fWd1uWwKkf,,,Steve Perry,mellow gold,530089,95,1,1,1,1,1,0,0.00103,90,113
2HgKf6VcQtGmAKpNXidtiC,,,Dallas Smith,country,62011,0,1,1,15,0.126697,0.137065,0,0.002207,106,599
30e8DmahrEamvLbFRPdWmk,,,Justin Moore,country,1637660,96,1,1,1,1,1,0,0.00103,91,114
6BpvASijzSWj7gnZD4Dvf1,,,Priscilla Block,country,78117,96,1,1,1,1,1,0,0.00103,91,114
0GzIauSfKRc5BlNXpTWAGz,,,Jessie James Decker,country,156009,97,1,1,1,1,1,0,0.00103,92,115
1By9QBFnjZAoI83BZppHlt,,,Billy Currington,country,2437838,97,1,1,1,1,1,0,0.00103,92,115
2hJPr4lk7Q8SSvCVBl9fWM,,,Kip Moore,country,1176756,98,1,1,1,1,1,0,0.00103,93,116
4eYE8Z6cfEHEdG22lTyucP,,,Morgan Wade,contemporary country,75412,98,1,1,1,1,1,0,0.00103,93,116
6zLBxLdl60ekBLpawtT63I,,,Cody Johnson,country,747087,0,3,3,15,0.126958,0.137555,0.002558,0.008761,162,599
1BmW7gk5sNUff7U3JEWqxa,,,Marie-Mai,pop,40178,99,1,1,1,1,1,0,0.00103,94,117
78eqps3BavCqe2q7GCU1VK,,,Tyler Rich,country,133850,99,1,1,1,1,1,0,0.00103,94,117
3BmGtnKgCSGYIUhmivXKWX,,,Kelly Clarkson,pop,9301425,0,7,14,13,0.176831,0.199057,0.003173,0.064226,589,650
3RqBeV12Tt7A8xH3zBDDUF,,,Kelsea Ballerini,pop,949895,0,6,8,14,0.159319,0.176882,0.001134,0.02482,589,580
3IhWQSrLj8EJjdvjFTpCyo,,,Vince Gill,country,497224,0,3,5,14,0.144182,0.158072,0.000211,0.011161,127,599
7sKxqpSqbIzphAKAhrqvlf,,,Walker Hayes,country,546537,0,3,3,13,0.162347,0.180781,0.000296,0.036904,106,599
4lpA7MWpQpY7hKkwfLxw2Q,,,Lindsay Ell,contemporary country,75989,0,3,7,14,0.130627,0.142966,0.000318,0.008399,106,599
5Zq7R5qmi58ByYyBQTlNuk,,,Lee Brice,country,1864248,0,2,4,15,0.116702,0.126087,0.000032,0.004571,106,599
147nKr9upHZSSxqCzh9j7c,,,Jimmie Allen,country,207541,0,11,23,13,0.149728,0.169321,0.002408,0.033961,106,599
0FvJm0y2eHw0aPkLLU3sIG,,,Filmore,country,48584,0,3,19,14,0.154084,0.169542,0.000315,0.019353,39,1289
5ujvZU2thXjZgFKPUt1rDt,,,Chayce Beckham,contemporary country,54787,0,1,1,15,0.115538,0.123609,0,0.002078,106,599
5dMnvpYEfXvSexjwnSRH5n,,,RaeLynn,country,426591,0,2,2,15,0.127648,0.139513,0.00005,0.006422,106,599
2DlGxzQSjYe5N6G9nkYghR,,,Jennifer Lopez,pop,12252295,0,6,10,13,0.161018,0.18018,0.0013,0.03577,39,1404
0C86lmpnwiyLDUiyo4d0P1,,,BRELAND,country,71235,0,7,11,13,0.149446,0.167624,0.001017,0.024323,106,599
0jPnVIasXzBYjrlpO5irii,,,Ingrid Andress,country,112039,0,2,2,14,0.133605,0.146414,0.000026,0.005998,154,599
5edcHuf8pWH3I00WTorajM,,,Kidd G,contemporary country,186038,0,4,5,14,0.133949,0.147106,0.000416,0.011803,106,599
7HTLVyjNf0VRxfIgNcfRRH,,,Chase Matthew,contemporary country,101109,0,1,2,15,0.11813,0.126561,0,0.002584,106,599
1nYvElumwIjMkOczb985bq,,,Charlie Worsham,country,27002,0,1,1,17,0.109021,0.113624,0,0.001415,139,581
5GDZ6xhBwk7Yja97CFLmV7,,,Jillian Jacqueline,contemporary country,31231,0,2,2,16,0.122356,0.129051,0.000158,0.003292,139,581
6x2LnllRG5uGarZMsD4iO8,,,Thomas Rhett,country,4285532,0,6,6,13,0.162637,0.180829,0.002087,0.028537,106,599
4oUHIQIBe0LHzYfvXNW4QM,,,Morgan Wallen,country,4335496,0,2,2,13,0.161949,0.17845,0.000091,0.030044,127,366
3BEV5FcxOtkQJ7lLRKMh3V,,,Tyler Hubbard,country,32623,0,3,3,14,0.137134,0.150924,0.000039,0.013967,106,599
4IXAxCHuarvDtv7K0NS6x6,,,Jojo Mason,country,14281,0,1,15,15,0.133517,0.143044,0,0.002852,39,1289
64fJiKnU2RfnndB8xP3gLi,,,Levi Hummon,contemporary country,39467,0,1,3,15,0.133517,0.143044,0,0.002852,39,1289
32WkQRZEVKSzVAAYqukAEA,,,Lady A,pop,3652433,0,4,9,15,0.12624,0.13884,0.000509,0.009532,106,599
4sIl4BTo9l9KqEi0Y3RE72,,,Carly Pearce,country,274698,0,5,10,15,0.118542,0.129282,0.000179,0.009543,106,599
6jJ0s89eD6GaHleKKya26X,,,Katy Perry,pop,23607392,0,12,20,12,0.189541,0.218398,0.005145,0.185641,127,252
0o0rlxlC3ApLWsxFkUjMXc,,,Ziggy Marley,reggae,1144088,0,3,9,15,0.127725,0.1374,0.000315,0.005727,433,712
2d3VHzlOEwXvmBdS4pzOPL,,,LeAnn Rimes,dance pop,1194029,0,1,6,16,0.113262,0.119709,0,0.001809,433,712
1nivFfWu6oXBFDNyVfFU5x,,,The Cadillac Three,rock,155899,0,2,7,15,0.122728,0.132259,0.000024,0.00346,106,599
4Y8LpEiP4uKTP02lSYEWJV,,,HIXTAPE,contemporary country,32968,0,2,9,15,0.127224,0.137407,0.000048,0.006675,106,599
0eRbECAGCLLiTyVXPBRexU,,,Jon Batiste,jazz,295563,0,6,15,13,0.163668,0.179008,0.002715,0.024971,139,1322
3lNLsfeVJSiSyjk2tXnPAp,,,Sophia Scott,country,44086,0,1,3,14,0.149158,0.161418,0,0.006271,589,167
5yG7ZAZafVaAlMTeBybKAL,,,Iggy Azalea,pop,6172090,0,7,15,13,0.175297,0.196665,0.001841,0.055561,589,167
