Id,Label,timeset,name,genre,followers,componentnumber,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality,modularity_class,stat_inf_class
5TRVLzyHn2sEJsu1fwbv5S,,,Søs Fenger,danish pop,25854,1117,1,1,1,1,1,0,0.00103,1123,1257
2KbikmQKGiUPR2ARs1h0sq,,,Gilli,danish pop,204498,1118,1,1,1,1,1,0,0.00103,1124,1258
2rR0cafJvL0JVTC8E2qIqt,,,Saveus,danish pop,32333,1118,1,1,1,1,1,0,0.00103,1124,1258
1GKIlPFdcewHtpDVCQ8zmJ,,,Brray,trap latino,198219,0,1,3,15,0.124811,0.132743,0,0.002706,39,3
6k8mwkKJKKjBILo7ypBspl,,,Ana Mena,latin pop,557811,608,1,1,2,0.666667,0.75,0,0.001286,590,739
7dL0nOHwnSAsNAwpkPSGWP,,,sangiovanni,pop,775098,0,1,1,15,0.121979,0.127877,0,0.001495,39,738
0ZHPrnImGh4re3TbSNkoZl,,,Beret,latin pop,2707055,1119,1,1,1,1,1,0,0.00103,1125,1259
5ZqnEfVdEGmoPxtELhN7ai,,,Estopa,pop,1613469,1119,1,1,1,1,1,0,0.00103,1125,1259
0IEzMvarfVycBJAXjjEZOL,,,La Pantera,rap,25141,0,1,1,15,0.12274,0.130321,0,0.002434,39,3
3Lc2yroP05lRK5z9NtQTkc,,,Etta,finnish hip hop,10240,1120,1,1,1,1,1,0,0.00103,1126,1260
7pRRxojl7QoW1M7s4Zhxo4,,,Blacflaco,trap,7113,1120,1,1,1,1,1,0,0.00103,1126,1260
3OrwN1mr1zEbdm0OqnPphh,,,VIIVI,pop,18387,1121,1,1,1,1,1,0,0.00103,1127,1261
4Q4b4S784htx6DtxcMUfMO,,,Robin Packalen,pop,186120,1121,1,1,1,1,1,0,0.00103,1127,1261
0kWknKjD7r2hNh8KntEx59,,,TIPPA,finnish hip hop,14983,1122,1,3,1,1,1,0,0.00103,1128,1262
3I4GcOB25cSJHa9d7Bsgji,,,costee,finnish hip hop,18706,1122,1,3,1,1,1,0,0.00103,1128,1262
2E93OTghhH2JKYUWt48gFK,,,AHTI,finnish hip hop,5572,1123,1,1,2,0.6,0.666667,0,0.001547,1129,1263
5BTRN678gL6XT4kv3TBopQ,,,Costi,finnish hip hop,7334,1123,3,3,1,1,1,0,0.003288,1129,1263
3OElmmR1D18e4dPTISAF5r,,,Roope Salminen & Koirat,finnish hip hop,20134,1124,1,1,1,1,1,0,0.00103,1130,1264
5zod5X1F6ZTshIfpg2vVAF,,,Kiki,pop,1393,1124,1,1,1,1,1,0,0.00103,1130,1264
6IKJyoGeFRCRDb90U6AEzp,,,Turisti,finnish hip hop,4289,1125,1,1,1,1,1,0,0.00103,1131,1265
7DdW8Ert3Z36hb1FkaZWiI,,,Elastinen,finnish hip hop,93839,1125,1,1,1,1,1,0,0.00103,1131,1265
7CPIskNnQ0GYgQa3NkcLMf,,,Jami Faltin,finnish hip hop,4055,1123,1,1,2,0.6,0.666667,0,0.001547,1129,1263
1zNcOiKaCyEKnoHpc8QNra,,,Joe L,finnish hip hop,1931,1123,1,1,2,0.6,0.666667,0,0.001547,1129,1263
2JSX0lIYekUp6F301cTHkq,,,Sexmane,finnish hip hop,16721,1126,1,1,1,1,1,0,0.00103,1132,1266
3aD9K1zaLQ3G7yp9XV5E4D,,,Isac Elliot,finnish hip hop,101272,1126,1,1,1,1,1,0,0.00103,1132,1266
04UpsyroM3wyQYwhYd9mSv,,,Portion Boys,pop,61313,1127,1,1,1,1,1,0,0.00103,1133,1267
77ZNPUSoDjoqlD44N0yETT,,,Neljä Ruusua,pop,36256,1127,1,1,1,1,1,0,0.00103,1133,1267
7CUFPNi1TU8RowpnFRSsZV,,,Niska,pop urbaine,4574433,981,2,2,3,0.571429,0.708333,0,0.002418,1135,1268
2z2TRvloJt4EfUNQp9rHAi,,,Alonzo,pop urbaine,1669239,731,1,3,2,0.571429,0.625,0,0.001815,1134,855
3vUMXQ9kPnZAQkMkZZ7Hfh,,,Tiakola,pop urbaine,513879,981,2,2,3,0.571429,0.708333,0,0.002418,1135,1268
5gqmbbfjcikQBzPB5Hv13I,,,Gazo,rap,883144,981,2,2,2,0.666667,0.75,0,0.002643,1135,1268
1etNnR2SdlelBQAICa2Q5m,,,Mc Pedrinho,funk carioca,3971788,0,2,11,15,0.138787,0.150787,0.000158,0.005616,39,1289
3L774tiJRvPmAS90pOLB44,,,Rsko,pop urbaine,86872,981,1,1,4,0.4,0.520833,0,0.001322,1135,1268
6AmKZ6kQdFR64iIiUsRMHT,,,Graya,pop urbaine,43615,731,1,1,2,0.571429,0.625,0,0.001815,1134,855
3YwqjMyrRfuixi2pbgTGCE,,,Heuss L'enfoiré,pop urbaine,1288318,731,1,1,2,0.571429,0.625,0,0.001815,1134,855
5GvMLzUp6tMBpaCbr903RN,,,Broederliefde,dutch hip hop,469042,1128,1,1,2,0.666667,0.75,0,0.001286,1136,1269
7DpYMZzVNrjqw1geHziUEd,,,KA,dutch hip hop,47744,1128,2,2,1,1,1,0,0.002125,1136,1269
4LcUpNlXFEleaLlelmkv2R,,,Kris Kross Amsterdam,dutch pop,184642,0,2,4,14,0.145061,0.16117,0.000158,0.009866,106,599
5eir5zFJpES4j7gsymbVyl,,,Ronnie Flex,dutch pop,580352,0,1,3,15,0.126688,0.136996,0,0.001946,106,599
0QuIRxRWYAl4oRHSQYCYds,,,Willem,dutch hip hop,11851,1128,1,1,2,0.666667,0.75,0,0.001286,1136,1269
0uBVyPbLZRDNEBiA4fZUlp,,,Froukje,dutch pop,65089,1129,1,1,1,1,1,0,0.00103,1137,1270
1zT9SWCzN45r7oVhy0VYLK,,,S10,dutch pop,59929,1129,1,1,1,1,1,0,0.00103,1137,1270
17ggmeNujCFMkr3zgyXv02,,,The Norwegian Radio Orchestra,orchestra,3738,1130,1,4,1,1,1,0,0.00103,1138,1271
49HPMFWsosCuRf810Ay1Vv,,,Kurt Nilsen,norwegian pop,75608,1130,1,4,1,1,1,0,0.00103,1138,1271
0G7lEqLdSyAiUGMB1P9nsh,,,Makosir,pop,3165,1131,1,1,1,1,1,0,0.00103,1139,1272
46XcyK8FnyCJJlvYCUwVZH,,,Hkeem,norwegian pop,27105,1131,1,1,1,1,1,0,0.00103,1139,1272
7GgWpPrcNYH90st7I3nJtv,,,Ballinciaga,norwegian pop,72493,1114,1,1,4,0.4,0.520833,0,0.001322,1179,1311
1Vd2c4IrEtcO5mrIwbep6n,,,Trygve Skaug,norwegian pop,21202,1132,1,1,1,1,1,0,0.00103,1140,1273
3rTRHzFfbTk5GL3LpYZGHR,,,Maria Mena,norwegian pop,205678,1132,1,1,1,1,1,0,0.00103,1140,1273
2jaOpr7Go1avixlg1lfJOb,,,Sissel,norwegian pop,46880,1133,1,1,1,1,1,0,0.00103,1141,1274
6R21HSNyo7HVac8pyqY3T2,,,Tommy Körberg,pop,70295,1133,1,1,1,1,1,0,0.00103,1141,1274
0kKygNaCQjqVLrImIftRDJ,,,Einár,swedish hip hop,275754,0,1,1,17,0.103657,0.108768,0,0.001368,154,1412
6RJXSfbIkEMoCJ8GAg2dVO,,,Victor Leksell,swedish pop,123346,0,2,2,16,0.115641,0.122917,0.000158,0.002858,154,1412
2TNgKsBYeUMtCtTrSzthNv,,,Alban Skenderaj,pop,65648,1134,1,1,1,1,1,0,0.00103,1142,1275
6V6mxrGG67IyLFy2l4poNZ,,,Dafina Zeqiri,pop,169334,1134,1,1,1,1,1,0,0.00103,1142,1275
3m785bWzNnoLuIJP88DUN1,,,SAMY,german,55204,1135,1,1,1,1,1,0,0.00103,1143,1276
6XFQvBHGEr3mRfOHcqPXv8,,,XATAR,german,464047,1135,1,1,1,1,1,0,0.00103,1143,1276
2kS9NyuATpYwjeB93h24H5,,,Nina Chuba,german,122435,0,2,2,15,0.116635,0.124639,0.000158,0.002862,621,658
36caCzfSrrL7a8Mvd1SuRr,,,Chapo102,german,67753,0,1,1,16,0.104455,0.110064,0,0.001367,621,658
49jTY62Cpw3RYo4dLuG43W,,,Cian Ducrot,pop,120949,0,1,1,14,0.134573,0.147073,0,0.00445,39,233
23TFHmajVfBtlRx5MXqgoz,,,Sfera Ebbasta,italian hip hop,5078503,0,2,2,16,0.116972,0.12555,0,0.00566,39,1277
2K5nCggbhSZ00YCYP5qkZS,,,Shiva,italian hip hop,922997,0,6,8,16,0.116991,0.126145,0.000473,0.010263,39,1277
0jdNdfi4vAuVi7a6cPDFBM,,,Lazza,italian hip hop,1052565,0,6,12,15,0.132443,0.14534,0.001889,0.012785,39,1277
27LlKWxS3KXW7RRAxN5S8s,,,Geolier,italian hip hop,835659,0,3,7,16,0.11698,0.125733,0.000158,0.006788,39,1277
3fhMfkPPzksWuw0hEm4ldm,,,Ernia,italian hip hop,744585,0,1,3,17,0.104731,0.110728,0,0.001947,39,1277
19i93sA0D7yS9dYoVNBqAA,,,thasup,italian hip hop,1902049,0,3,5,16,0.11698,0.12571,0.000473,0.005438,39,1277
0XMi14343o5LtUKVdKmMUj,,,Slings,italian hip hop,62961,0,1,3,17,0.104741,0.110865,0,0.002707,39,1277
1AgAVqo74e2q4FVvg0xpT7,,,Tedua,italian hip hop,1365855,0,1,1,17,0.104741,0.110865,0,0.002707,39,1277
5dXlc7MnpaTeUIsHLVe3n4,,,Coez,pop,1942819,0,1,1,17,0.104731,0.110719,0,0.00179,39,1277
76UCIJTB0jcJvBaL0CdIqx,,,Takagi & Ketra,pop,465444,0,1,1,16,0.116957,0.125275,0,0.002953,39,1277
61bQ4nwIioR8w6PGxzpyY3,,,Rondodasosa,italian hip hop,587860,0,2,2,17,0.104738,0.110902,0.000158,0.00286,39,1277
754BUADwzMYecBgOoBaetK,,,Neima Ezza,italian hip hop,261845,0,1,1,18,0.09481,0.099255,0,0.001369,39,1277
3ASAxVN1hNoYfoMcIkzZWL,,,VillaBanks,italian hip hop,430556,1136,1,3,1,1,1,0,0.00103,1144,1278
3lbFUmlaNMa9ZVSabLlkhn,,,Medy,italian hip hop,94830,1136,1,3,1,1,1,0,0.00103,1144,1278
3hBQ4zniNdQf1cqqo6hzuW,,,Salmo,italian hip hop,2295385,1137,1,1,1,1,1,0,0.00103,1145,1279
3pgCLfNbw5ozIfoNsvDU7i,,,Fedez,pop,1911754,1137,1,1,1,1,1,0,0.00103,1145,1279
3yiEJ9SByXZMXTwaKdVFN4,,,Luchè,italian hip hop,814679,0,1,1,17,0.104741,0.110865,0,0.002707,39,1277
4Q3xLVaD2uBZGVxmCYuSkt,,,Kabe,polish hip hop,215800,1138,2,5,1,1,1,0,0.002125,1147,1280
726tAAHoBnNpFvjHLZHsN4,,,Miszel,polish hip hop,48330,1138,1,2,2,0.666667,0.75,0,0.001286,1147,1280
1T4HxOYolAEb5PadIVKdWZ,,,Gibbs,polish hip hop,113490,1139,1,3,1,1,1,0,0.00103,1148,1282
0QR764k0D36npmTMWx5bft,,,Żabson,polish hip hop,940512,1140,1,1,1,1,1,0,0.00103,1146,1281
1Kjs5u8GQf6zCFdTj6SI9E,,,Malik Montana,polish hip hop,901092,1140,1,1,1,1,1,0,0.00103,1146,1281
6Cs6aWlXUQ15Kxt411g1W2,,,QueQuality,rap,28661,1138,1,3,2,0.666667,0.75,0,0.001286,1147,1280
0TMvoNR0AIJV138mHY6jdE,,,sanah,pop,1634130,1141,1,1,1,1,1,0,0.00103,1149,1283
16TsNPlesuA1R9kPLS6nta,,,Favst,polish hip hop,22984,1139,1,3,1,1,1,0,0.00103,1148,1282
0tdKRrbItnLj40yUFi23jx,,,Daria Zawiałow,pop,360268,1141,1,1,1,1,1,0,0.00103,1149,1283
1pPbDeOdNUcLq32HTTLbZm,,,Ivandro,trap,57057,1142,1,1,1,1,1,0,0.00103,1150,1284
4zhMand4AowXuUz4VpGiTJ,,,Bárbara Bandeira,pop,184856,1142,1,1,1,1,1,0,0.00103,1150,1284
0gHj4MPwwcZ8Zl9CY0hqT5,,,Mc Paiva ZS,funk carioca,832031,1143,1,3,1,1,1,0,0.00103,1151,1285
210Sy1oGhvPu929TKoSVcN,,,Kotim,funk carioca,7345,1143,1,3,1,1,1,0,0.00103,1151,1285
0JjPiLQNgAFaEkwoy56B1C,,,L7NNON,funk carioca,2448892,1144,2,58,1,1,1,0,0.002125,1153,1287
6Us5Zsn5MAHBk7SHBUsG5X,,,DJ Biel do Furduncinho,funk carioca,5583,1144,1,3,2,0.666667,0.75,0,0.001286,1153,1287
4U3o74Io4hwQPsm6iIj4fu,,,DJ TAK VADIÃO,funk,10042,1145,1,3,1,1,1,0,0.00103,1152,1286
5RmXJq0g7MNmgtxXLGbd6K,,,Mc Gabzin,funk carioca,255582,1145,1,3,1,1,1,0,0.00103,1152,1286
09U6hmCerKcIJrixubiBjm,,,Pineapple StormTv,trap,6381542,1144,1,55,2,0.666667,0.75,0,0.001286,1153,1287
1cYhx7ZOhYoVmnDPb9KMwo,,,Mc Davi,funk carioca,3492232,1146,1,3,1,1,1,0,0.00103,1154,1288
3Nipsl6GVwwGyeAk0J29C6,,,MC G15,funk carioca,3701655,1146,1,3,1,1,1,0,0.00103,1154,1288
5wbf52LA6kcaboHSN6NEF1,,,PEDRO SAMPAIO,funk carioca,2001880,0,1,1,16,0.121877,0.129734,0,0.001578,39,1289
0vdcZzmneH0nK9CYFHQBjk,,,Dj Chris No Beat,pop,83405,1147,1,3,1,1,1,0,0.00103,1155,1290
2CKOmarVWvWqkNWUatHCex,,,Ana Castela,pop,386408,1147,1,3,1,1,1,0,0.00103,1155,1290
2NMYOlZHIEsSq7pp5jBjic,,,Kizzy,trap,8250,1148,1,15,1,1,1,0,0.00103,1156,1291
3rfM2cGqF6DB0kUyytMkXx,,,Orochi,funk carioca,2335877,1148,1,15,1,1,1,0,0.00103,1156,1291
28JPqJh7jsUuxus33Kfwe7,,,Joe Flizzow,rap,218810,1149,1,1,1,1,1,0,0.00103,1157,1292
7qM9nMv6HFHFUpiN034R3z,,,SonaOne,rap,101807,1149,1,1,1,1,1,0,0.00103,1157,1292
2xe5h8nbHc1yYGKUVL8zce,,,Púr Múdd,pop,5790,1150,1,1,1,1,1,0,0.00103,1158,1293
5hihfLAlypybwPFgjzLJiX,,,Grete Paia,pop,4623,1150,1,1,1,1,1,0,0.00103,1158,1293
0bPOOMpOPbgBrsOrt1Sfvi,,,Björgvin Halldórsson,pop,9363,1151,3,3,1,1,1,0,0.003288,1159,1294
2rd4gPVTRgvoI6H4xZiNZH,,,Svala,icelandic pop,2843,1151,1,1,2,0.6,0.666667,0,0.001547,1159,1294
32NO7A47yiL6am7Dc8Z8AK,,,Ruth Reginalds,pop,359,1151,1,1,2,0.6,0.666667,0,0.001547,1159,1294
0zGt5wXkvlORfIk5tnFxAD,,,Baggalútur,icelandic pop,9034,1152,2,4,1,1,1,0,0.002125,1160,1297
28FtvCIh12VQL6ggWDS1ps,,,Valdimar Guðmundsson,icelandic pop,845,1152,1,3,2,0.666667,0.75,0,0.001286,1160,1297
6MBiPjSFsYijvVDtKDwVs4,,,Herra Hnetusmjör,icelandic pop,19385,1151,1,1,2,0.6,0.666667,0,0.001547,1159,1294
0j0YjzQLf57Dc9tpehBDdU,,,Sigurður Guðmundsson,icelandic pop,2335,1153,1,1,1,1,1,0,0.00103,1161,1295
4WYUozUi0ap1WyOyIsOAJ7,,,Memfismafían,icelandic pop,1335,1153,1,1,1,1,1,0,0.00103,1161,1295
0MtTfq27LQu7CmE5t308Up,,,Bubbi Morthens,icelandic pop,28507,1154,1,1,1,1,1,0,0.00103,1162,1296
21SqAOtuXFpwygK1GNxjTm,,,Auður,icelandic pop,10496,1154,1,1,1,1,1,0,0.00103,1162,1296
0hHSuSCpKFLU5twpJNTO3t,,,Friðrik Dór,icelandic pop,16340,1152,1,1,2,0.666667,0.75,0,0.001286,1160,1297
14DnMswKGQIr7vgwyiiLKI,,,Remis Retro,pop,5079,1155,1,1,1,1,1,0,0.00103,1163,1298
3QXybJLgpjbDnFxov5C37M,,,YVA,pop,1611,1155,1,1,1,1,1,0,0.00103,1163,1298
0CinAWYkte8opxVAPI3nMu,,,Jessica Shy,pop,22043,1156,1,1,1,1,1,0,0.00103,1164,1299
56OLtN2Eqc3fMT40ehCj5d,,,Justinas Jarutis,pop,32187,1156,1,1,1,1,1,0,0.00103,1164,1299
12GqGscKJx3aE4t07u7eVZ,,,Peso Pluma,nueva musica mexicana,218352,0,2,7,14,0.134568,0.144754,0.000366,0.005154,252,389
49EE6lVLgU8sp7dFgPshgM,,,La Adictiva,nueva musica mexicana,4577174,0,1,1,16,0.106741,0.111803,0,0.001977,252,389
1dKdetem2xEmjgvyymzytS,,,Grupo Firme,nueva musica mexicana,8003821,1157,2,2,1,1,1,0,0.002125,1260,1387
0mA4dkNGiN4fqTBi2SLlAv,,,Edgardo Nuñez,nueva musica mexicana,129417,1158,1,1,1,1,1,0,0.00103,1165,1300
0ys2OFYzWYB5hRDLCsBqxt,,,Fuerza Regida,nueva musica mexicana,2031666,1158,1,1,1,1,1,0,0.00103,1165,1300
3LKXWvXFWrkwUzJWxzwVpW,,,Tony Dize,trap latino,3174955,0,1,1,13,0.152848,0.167006,0,0.014096,39,3
1KYszkVzlhV3rAqmAcYIgd,,,Victorious Cast,dance pop,1781051,1159,1,1,1,1,1,0,0.00103,1166,1301
2OTfr6S2kuHRYStjt1IkY6,,,Victoria Justice,post-teen pop,769371,1159,1,1,1,1,1,0,0.00103,1166,1301
58AqJv0sDFPFnnBcLT8eeX,,,Bella Thorne,post-teen pop,977991,0,1,1,14,0.137731,0.148492,0,0.004483,433,903
1gkcZQArk5rV8uBwG8y5FX,,,Amy Adams,hollywood,17870,1160,1,10,1,1,1,0,0.00103,1167,1302
2eaAoOUNWD4RNjmU7Slqi6,,,Jason Segel,hollywood,8309,1160,1,10,1,1,1,0,0.00103,1167,1302
7FMCfu4mkrKZd36Pj4lZla,,,Coro Del Teatro Alla Scala Di Milano,opera,7374,0,1,6,17,0.118662,0.136557,0,0.020193,352,472
5iAhVgz6P8Nylxijb0C65v,,,Claudio Monteverdi,classical,126870,371,1,3,2,0.6,0.666667,0,0.001547,1168,447
7qs9lBPZgZzLAYAWfHLAll,,,Bamberg Symphony,classical performance,4704,0,1,1,17,0.113326,0.130323,0,0.015377,357,472
5znjPR8syMzZjwUieU2KK1,,,Miklós Perényi,classical cello,1396,946,1,1,2,0.666667,0.75,0,0.001286,937,1068
4iy3JrFlBLHPvXqN1OcQS1,,,Luis Bacalov,soundtrack,24820,394,2,2,2,0.75,0.833333,0,0.002384,1169,469
6eCgsu961ClH7K6NSsXaBh,,,Rocky Roberts,pop,3521,394,1,1,3,0.5,0.611111,0,0.001319,1169,469
3Oim8XBPbznAa8Jj8QzNc8,,,Cults,indie pop,492077,0,1,3,15,0.115093,0.121382,0,0.001424,127,187
4vpGVGgxSDcCTmqYbsOnsn,,,Amber Coffman,art pop,15032,0,2,4,14,0.130057,0.139362,0.000158,0.003533,127,187
1tBU8jUEdVR3mqSsAqEGfD,,,Tommy Trash,edm,143560,0,1,3,14,0.151543,0.164664,0,0.009327,162,416
0IROOdQ2fQUcoaEPqt1Isg,,,Florence Welch,uk pop,27247,0,1,1,14,0.15546,0.170359,0,0.01566,127,488
30TrHDLNCKQVTYWOn9QqOC,,,Beth Hart,modern blues,337538,91,1,1,4,0.352941,0.444444,0,0.001358,1114,109
34hwBP1esafQoCVtLz7F6K,,,Mord Fustang,edm,54245,722,1,1,1,1,1,0,0.00103,1170,1303
6qxpnaukVayrQn6ViNvu9I,,,BigXthaPlug,trap,35254,1161,1,1,1,1,1,0,0.00103,1171,1304
6xS5PpBWaVYraexEkEjjXv,,,Maxo Kream,rap,421014,1161,1,1,1,1,1,0,0.00103,1171,1304
5lHRUCqkQZCIWeX7xG4sYT,,,Rich Homie Quan,rap,2668895,0,1,1,16,0.115403,0.121865,0,0.001351,589,35
55zZKMiLQNwu6unkKc8J4y,,,BiC Fizzle,trap,26276,0,1,3,14,0.14728,0.161331,0,0.010197,127,34
2Lgyk37aJufoDDSoU4S5nO,,,Hotboy Wes,trap,23738,0,1,1,15,0.128387,0.137433,0,0.002024,127,34
20vLls6BmcHB0zEwpB91O2,,,Bankroll Freddie,trap,66678,0,1,1,13,0.159675,0.174988,0,0.022043,127,175
29nLvGubwGVV9I4kF3nldc,,,Ana Olgica,background,7525,1162,1,1,1,1,1,0,0.00103,1172,1305
2bYTGyR3eWFQmQ9FJElnBP,,,Ensemble Rivr Dane,background,412,1162,1,1,1,1,1,0,0.00103,1172,1305
1bSkNeskReaGAMmsHDfp4G,,,Jacopo Croci,neo-classical,538,1163,1,1,1,1,1,0,0.00103,1173,1306
2nS5SNSV4Cc7Es2WsCElmm,,,Luca Mazzillo,neo-classical,3354,1163,1,1,1,1,1,0,0.00103,1173,1306
1UgWMZAdp3B83W5kgT6QEC,,,Jackson Love,neo-classical,1071,543,1,1,2,0.666667,0.75,0,0.001286,525,653
2u8P7EawurNYoIzRtr5Knk,,,Norlie & KKV,swedish pop,405982,0,3,3,15,0.130749,0.141446,0.000473,0.005677,154,1412
2Osj5g9VkHReOlZgfoEQao,,,estraden,swedish pop,26509,1114,2,2,3,0.571429,0.708333,0,0.002418,1179,1311
6yAKbgaSH283c7eAZVgk3P,,,LOAM,swedish pop,36716,1114,2,2,2,0.666667,0.75,0,0.002643,1179,1311
1rKFeRryEci6cxNkdvHzNr,,,Darin,swedish pop,151110,431,1,1,2,0.666667,0.75,0,0.001286,1174,516
4bVT7xfHUEirpqkTXE3Z7F,,,Björn Holmgren,swedish pop,12289,1164,1,1,1,1,1,0,0.00103,1175,1307
6ZvwUYAvbACmP7YTavyVV0,,,Olivia Lobato,swedish pop,8520,1164,1,1,1,1,1,0,0.00103,1175,1307
6yTYR09WCvsgdnurDW4WQo,,,DJ Antoine,dance pop,529569,0,1,1,16,0.113964,0.122051,0,0.001642,154,416
1BgmLUmytJuDy5CEzP7SL6,,,IZKO,covertronica,2705,1165,1,6,1,1,1,0,0.00103,1176,1308
1zLMhO4zzzxt5PMV4wMS3y,,,Keanu Silva,edm,31894,1165,1,6,1,1,1,0,0.00103,1176,1308
61ipISvUVa5LkJlKZnm3Oo,,,Alle Farben,edm,323803,0,1,1,16,0.114759,0.120343,0,0.001517,158,374
2Bc52Zzq4Hx7Dqm0Qw8bJL,,,Daddy DJ,europop,9727,0,1,3,15,0.122558,0.131511,0,0.002645,162,1277
69Pm1OWlxk1tbYphlkcKHR,,,Laurell,canadian pop,9992,0,1,1,16,0.109187,0.115441,0,0.001454,162,1277
0ijmTKTGsjqOXfL5mWgUXC,,,Mike Emilio,bounce,15084,1166,2,9,2,0.666667,0.75,0,0.002649,1221,1351
2iUVnGKQclQfYjdHGSZcX0,,,LBSB,swedish pop,30218,1166,1,3,3,0.444444,0.541667,0,0.001352,1221,1351
55ZGFvikpNjQHvtTWS5aZF,,,Bolaget,swedish pop,44621,1167,1,1,1,1,1,0,0.00103,1177,1309
7iW0o1suit8xY24m9M5L0u,,,De Vet Du,swedish pop,90800,1167,1,1,1,1,1,0,0.00103,1177,1309
09qHO1fFJ6iIeTuCjO7Bfa,,,Roc Boyz,norwegian pop,23045,1168,1,1,1,1,1,0,0.00103,1178,1310
2MnEe6M7ibhg3RAG0Ydtp4,,,BELL,swedish pop,17357,1168,1,1,1,1,1,0,0.00103,1178,1310
7zLm9op6LgPqKL62d1FzhO,,,ADAAM,swedish hip hop,129514,1114,2,2,3,0.571429,0.708333,0,0.002418,1179,1311
0h9smro0z3HqUbD94jotU8,,,Smokey Robinson,funk,1083912,0,1,1,13,0.14939,0.163803,0,0.010817,158,47
1Z8ODXyhEBi3WynYw0Rya6,,,De La Soul,rap,793788,0,1,1,15,0.124987,0.133347,0,0.003333,456,361
62vbsDRAq0qHdezaCOzB0T,,,Medasin,edm,109700,1169,1,1,1,1,1,0,0.00103,1180,1312
6UqUYZ8pMGiYhuyIcsH61y,,,Kathleen,pop,12652,1169,1,1,1,1,1,0,0.00103,1180,1312
3S9sb8w9r1iojdrAL1soiU,,,Beatenberg,south african pop,49035,1170,1,1,1,1,1,0,0.00103,1181,1313
5tYaRVYbV1anmzyxqMVdHi,,,TRESOR,south african pop,27369,1170,1,1,1,1,1,0,0.00103,1181,1313
0fs9otT9TtwXUOcFXZomZY,,,Caiiro,south african pop,91365,1171,1,3,1,1,1,0,0.00103,1182,1314
2loEsOijJ6XiGzWYFXMIRk,,,Adam Port,afro house,43380,1171,1,3,1,1,1,0,0.00103,1182,1314
0iTjLBepeGaLgZS18kxgRq,,,Oliver Schories,tech house,101289,188,1,1,2,0.666667,0.75,0,0.001286,186,214
5mIowAJMp7RKNheelruV5z,,,&ME,tech house,70170,0,1,3,16,0.119456,0.12507,0,0.001666,127,140
6wMr4zKPrrR0UVz08WtUWc,,,Black Coffee,deep house,913099,0,1,1,18,0.09957,0.104747,0,0.001937,262,682
2EFsfh1zewsSWhDINv7j1I,,,Logic1000,electronica,29471,0,1,3,15,0.117149,0.123782,0,0.001893,39,212
3jteNJj8zf2v4qYMGDXa8r,,,Kasango,house,3665,1172,1,1,1,1,1,0,0.00103,1183,1315
5mZLaYqN0ZkjxfeUUmiuqL,,,Zakes Bantwini,deep house,116075,1172,1,1,1,1,1,0,0.00103,1183,1315
6wH6iStAh4KIaWfuhf0NYM,,,Manu Chao,world,1347218,0,1,1,16,0.107462,0.112987,0,0.001675,39,212
2HcwFjNelS49kFbfvMxQYw,,,Robbie Williams,dance pop,2545472,1173,1,1,1,1,1,0,0.00103,1189,1320
1WjBIvYAnZTkTh5UiZNwlR,,,Oliver Koletzki,electronica,306371,274,2,2,1,1,1,0,0.002125,1184,317
1iZiG82D4w7FLHvOUUj4zW,,,Super Flu,tech house,106797,274,1,1,2,0.666667,0.75,0,0.001286,1184,317
6zyPKJ4ePhYLsBEy4A6BVX,,,Kaleida,electropop,68753,1174,1,1,1,1,1,0,0.00103,1185,1316
7ejF235eYuh8PlQDLaJy0N,,,PARIS,deep,7651,1174,1,1,1,1,1,0,0.00103,1185,1316
5OvpF1A65DXs93M9NfPIjT,,,Patrice Bäumel,tech house,52300,0,1,1,18,0.09957,0.104747,0,0.001937,262,682
20JZFwl6HVl6yg8a4H3ZqK,,,Panic! At The Disco,modern rock,11537145,0,2,4,13,0.158328,0.177216,0.000089,0.024295,589,871
4XY7BEqVPyIqRve1CWHTqr,,,Louis III,uk contemporary r&b,8019,0,1,1,16,0.117092,0.124714,0,0.001723,589,580
3HqP3nd8WI0VfHRhApPlan,,,Trinix,tropical house,106587,1175,1,1,1,1,1,0,0.00103,1186,1317
4PIv3Lyk3erxjcwBZFVNgi,,,Dominic Neill,south african pop,1607,1175,1,1,1,1,1,0,0.00103,1186,1317
0SjnenkLIpqRE9SUzogeOp,,,NOËP,pop,29873,1176,1,1,1,1,1,0,0.00103,1187,1318
7ypPN35cJ9wfF2Zs7aYS33,,,Dillistone,pop edm,11424,1176,1,1,1,1,1,0,0.00103,1187,1318
1lXWojioTTf8G8tOOxP9XN,,,Ellysse Mason,uk pop,7145,1177,1,1,1,1,1,0,0.00103,1188,1319
3nFw6mPGG5Uj2YS7IyaGEF,,,Roman Müller,tropical house,6635,1177,1,1,1,1,1,0,0.00103,1188,1319
5UUdxfBMwm0hLlLgnZtBFv,,,Madism,edm,14184,0,2,2,16,0.123881,0.133532,0.000315,0.00336,154,198
0ExYzTb7raTAfsXPtiI5vq,,,Nicole Kidman,hollywood,35459,1173,1,1,1,1,1,0,0.00103,1189,1320
1NAWG3AngjBXyKbmPaz92D,,,Sammy Davis Jr.,adult standards,464128,1178,1,1,1,1,1,0,0.00103,1190,1321
