source,target,weight
0IVapwlnM3dEOiMsHXsghT,57okaLdCtv3nVBSn5otJkp,1
0BNz24TKUn8Ov1ApFkLzA1,6P86FLVAK4sxu8OhyQJBvH,1
0IVapwlnM3dEOiMsHXsghT,6niigcazB2JPcpasZfZvq1,1
12m4a5ljGoe6yyYPpVi7Hr,5iUnvXddCpOrbWKm7QMr6o,1
2vf4pRsEY6LpL5tKmqWb64,6LHsnRBUYhFyt01PdKXAF5,1
1FY8kqUQKHwjibwLbp5cey,4jGpKAmwvU263l0tUh4xKU,1
0rasA5Z5h1ITtHelCpfu9R,7ry8L53T4oJtSIogGYuioq,1
297Z0teiCkp5s9eneWROpI,6LHsnRBUYhFyt01PdKXAF5,1
5CkVLGKUJkIc1pmSk10QP4,6sOEMfvCfHQ9dhSWyamXVb,1
2YVF0Ou5zIc4mpgtLIlGN0,5EmEZjq8eHEC6qFnT63Lza,1
4nknUpUYu4baxWwkunq81Z,5EmEZjq8eHEC6qFnT63Lza,3
1Cs0zKBU1kc0i8ypK3B9ai,2zgFYHwSEYOc1KnldGsBXK,1
240wlM8vDrf6S4zCyzGj2W,2vf4pRsEY6LpL5tKmqWb64,1
0g3NiCRhEv7M4SEDMrpItN,2x7EATekOPhFGRx3syMGEC,2
02DWGcShQivFepRvGJ7xhB,5Pb27ujIyYb33zBqVysBkj,1
224Zsim3dmWXWYUXFuHv0o,3oKnyRhYWzNsTiss5n4Z1J,1
0cjvrTtv350Ls87eGY80iz,1WHFu22zN1C6F11Z1rt12K,3
08jywfUS0hp8XYlYs0cvz8,50Lr1puweM1hFsF1LpIZLM,1
1XcPIHqirx1Jaxm2bAxMeV,2uodbv2953Z7R1ipwucK2A,3
1Cg7AdS9hOJBqmGUdbQ6Ux,1WHFu22zN1C6F11Z1rt12K,1
4xnMDfgEmXZEEDdITKcGuE,7CWqlWlNqgpEYr4vwcVzCJ,1
04m3oUGzjO3EJTQidFzTgM,5zSWGyWE5d0PYaYrtdVwOz,1
2AcUPzkVWo81vumdzeLLRN,5szdY7KaSi7epwyffrbV8c,1
1BPsbKiNgav1TY1ITIU8C5,42KUul1wLmOdQCEYf3MweS,1
2vf4pRsEY6LpL5tKmqWb64,3VVLqeEqQQqTgT8YhfY9Z6,1
5Pb27ujIyYb33zBqVysBkj,5zovXI5By2gUhdr7EByjLa,1
1abeK6nTH1bQUmfhyfSpPh,27gtK7m9vYwCyJ04zz0kIb,3
4jGpKAmwvU263l0tUh4xKU,5zovXI5By2gUhdr7EByjLa,1
27gtK7m9vYwCyJ04zz0kIb,67xyhWIvYQK5qr6b0gElst,1
0VbDAlm2KUlKI5UhXRBKWp,3tSvlEzeDnVbQJBTkIA6nO,1
14Tg9FvbNismPR1PJHxRau,7C3Cbtr2PkH2l4tOGhtCsk,2
41DKMtAnhVo7aDeluAHDJg,7C3Cbtr2PkH2l4tOGhtCsk,1
14Tg9FvbNismPR1PJHxRau,1Zz6NBe8UIZjm88TvehFtx,7
21mKp7DqtSNHhCAU2ugvUw,7E3BRXV9ZbCt5lQTCXMTia,1
2ABBMkcUeM9hdpimo86mo6,7wXTWO45lqpUejDkike0Gf,1
10gzBoINW3cLJfZUka8Zoe,1eucLGnPT27tdEh6MU29wp,1
3W9UldYu0xJcaOAw2SUTDI,7mnuMLgvXdCWzyB4sQCG7k,2
3PvqCbhNlq96JXxPszCMZT,3d13oWvwmjcodRr3NzdArc,1
0jM4IKp6YlTxq8tNDH9fX3,5x6H8meBBWk6J8qcIWxW7w,1
0Upbj4hHk4d4UJ0HhnVs4F,1F3BcbR6yzILOCzzA3i0Rh,1
0hMfbfkUs2tiOOZpSwLmDu,1bpbyzXfwOMIBHq6y02Nqc,2
21ey6s5hEcTcVKDrF5MWby,5UVzX8pQe6bb5ueNdfViih,1
14Tg9FvbNismPR1PJHxRau,27gtK7m9vYwCyJ04zz0kIb,3
2rdSCmWgrIWA8pmwhS1T2k,4qOzMSukiZoiSjPQw8Zs7s,1
1WHFu22zN1C6F11Z1rt12K,3sb3yLRnhW2L2ulU93eKfl,1
1Cg7AdS9hOJBqmGUdbQ6Ux,1abeK6nTH1bQUmfhyfSpPh,1
4hxy6gamr697jKBPSmHcpB,6aAestjbtEbALwyIYPg8Na,1
0VbDAlm2KUlKI5UhXRBKWp,238y1dKPtMeFEpX3Y6H1Vr,1
20L5MecnuNujUE6imrfK0Q,29eCbkd3VZXMgG5Ggyuaog,3
0VWvUvjaHaW1OeXtcVISu9,3tSvlEzeDnVbQJBTkIA6nO,1
1gALaWbNDnwS2ECV09sn2A,1yqxFtPHKcGcv6SXZNdyT9,1
30ut8L4gmEz4vNr1zNhpbh,7dc6hUwyuIhrZdh80eaCEE,1
1jQDgp9Fak4WYVZedWLF4G,4Ws2otunReOa6BbwxxpCt6,1
4z4m1P0iX2nRSPDBEZ8LBT,7sQECgfT3RtfL0RZWK63Wg,1
3TNt4aUIxgfy9aoaft5Jj2,3TaUSUXn41GixL7zbvrIDt,4
2sd9Q3r0Jhqpe3w9WVuG43,7vb7VLDqpLTlAy1ctTMR5d,2
5ENS85nZShljwNgg4wFD7D,64rxQRJsLgZwHHyWKB8fiF,2
0fA0VVWsXO9YnASrzqfmYu,3o1cwVQfiDWafhYA02k13C,1
1Cs0zKBU1kc0i8ypK3B9ai,4EhiIwwMPecLznwn87sRw2,3
2CIMQHirSU0MQqyYHq0eOx,6TQj5BFPooTa08A7pk8AQ1,1
1N9n8MSxrr4Emhb566493b,2CIMQHirSU0MQqyYHq0eOx,3
1C60viSZv6BoYtrnkZ44g5,5WVf5DCSYmK4JYD6vIcttw,1
0SfsnGyD8FpIN4U4WCkBZ5,10gzBoINW3cLJfZUka8Zoe,3
2t9efDsc10DtZpi4LP3BJJ,6eUtrZgzxqbV7zMxzN3Sz2,1
5MO2kbaGGA2a8kL4c9qqHq,6YHM1vRoDQZuS7GLVx7qVO,1
2WvLeseDGPX1slhmxI59G3,4FqPRilb0Ja0TKG3RS3y4s,3
2YL0l5fnyHE9FEf1bwFGCc,6UE7nl9mha6s8z0wFQFIZ2,1
24To1vtxXzfI8ok2WUeRMs,5MO2kbaGGA2a8kL4c9qqHq,1
2o5jDhtHVPhrJdv3cEQ99Z,64MoFdq8ORI3V98AR5SPWL,1
49H2dQUNhIlso7VNkS8nFR,4nmrm4zpgJ0RC6aZRSUEjF,1
1xNmvlEiICkRlRGqlNFZ43,6hyMWrxGBsOx6sWcVj1DqP,1
1bpzpALZwOoKXzwMg2i8WB,5VWIuZAPbBdtFHdbDyYeHQ,1
5Hini2nQyoglzpdKe41cZt,6J8msLSTRXnKJofhAMkWXG,1
2o5jDhtHVPhrJdv3cEQ99Z,2tJIQxQM0X4lCYERyANSdT,1
1t65YxEAtU3iii6bCzSGF8,5Igpc9iLZ3YGtKeYfSrrOE,1
0l59CBSPDfKBXlyHya0pew,1qh1aHXy7LRcb7eyriuJTS,6
25sJFKMqDENdsTF7zRXoif,4ME85YvMUi1hdqhbind7gy,2
1tZ0IeTjOOVtRI0EKBsekw,6H2JQ8igAAa5UBr2u496mb,1
20O4Ik25BbWfWBz0kZtsxX,2CKaDZ1Yo8YnWega9IeUzB,1
1LOB7jTeEV14pHai6EXSzF,64M6ah0SkkRsnPGtGiRAbb,3
60d24wfXkVzDSfLS6hyCjZ,6M2wZ9GZgrQXHCFfjv46we,2
2U3FuHYvL3vhkbDAXm24Ep,3JhNCzhSMTxs9WLGJJxWOY,22
1h6Cn3P4NGzXbaXidqURXs,2auikkNYqigWStoHWK1Grq,2
1uNFoZAHBGtllmzznpCI3s,540vIaP2JwjQb9dm3aArA4,2
1IueXOQyABrMOprrzwQJWN,4fwuXg6XQHfdlOdmw36OHa,1
0ZED1XzwlLHW4ZaG4lOT6m,6MDME20pz9RveH9rEXvrOM,2
1HBjj22wzbscIZ9sEb5dyf,4kYGAK2zu9EAomwj3hXkXy,3
4D75GcNG95ebPtNvoNVXhz,5w6mMj1qwSILG0pcylfchp,1
1IueXOQyABrMOprrzwQJWN,5CCwRZC6euC8Odo6y9X8jr,2
1Xylc3o4UrD53lo9CvFvVg,6MDME20pz9RveH9rEXvrOM,3
6DgP9otnZw5z6daOntINxp,7uMh23xWiuR7zsNkuNcm2G,2
4AKwRarlmsUlLjIwt38NLw,7nDsS0l5ZAzMedVRKPP8F1,2
4IWBUUAFIplrNtaOHcJPRM,4WN5naL3ofxrVBgFpguzKo,2
1vCWHaC5f2uS3yhpwWbIA6,5CCwRZC6euC8Odo6y9X8jr,2
0xRXCcSX89eobfrshSVdyu,5KNNVgR6LBIABRIomyCwKJ,3
5SHxzwjek1Pipl1Yk11UHv,7CajNmpbOovFoOoasH2HaY,2
64KEffDW9EtZ1y2vBYgq8T,7EQ0qTo7fWT7DPxmxtSYEc,2
5iNrZmtVMtYev5M9yoWpEq,6Paz0vXJJ9bCPf0fEm3qzg,1
1BEUkE2CSUgHTLSBMZdnFB,5H6xmHXjsq98NLbEjuE29f,4
6S2OmqARrzebs0tKUEyXyp,7DMveApC7UnC2NPfPvlHSU,1
2ZRQcIgzPCVaT9XKhXZIzh,5Pwc4xIPtQLFEnJriah9YJ,2
1nzgtKYFckznkcVMR3Gg4z,2gduEC76ry33RVurAvT05p,3
0SfsnGyD8FpIN4U4WCkBZ5,5DYAABs8rkY9VhwtENoQCz,1
2qxJFvFYMEDqd7ui6kSAcq,7qRll6DYV06u2VuRPAVqug,2
23fqKkggKUBHNkbKtXEls4,34v5MVKeQnIo0CWYMbbrPf,1
4VNQWV2y1E97Eqo2D5UTjx,61lyPtntblHJvA7FMMhi7E,3
4Q6nIcaBED8qUel8bBx6Cr,5KKpBU5eC2tJDzf0wmlRp2,2
2ZRQcIgzPCVaT9XKhXZIzh,45eNHdiiabvmbp4erw26rg,3
1Cs0zKBU1kc0i8ypK3B9ai,3t5xRXzsuZmMDkQzgOX35S,7
4yxeyorUKkW9fOOBeguEC9,7f5Zgnp2spUuuzKplmRkt7,1
1l2ekx5skC4gJH8djERwh1,364ge6OLf1AsRisexSjfJN,1
1HxJeLhIuegM3KgvPn8sTa,1uNFoZAHBGtllmzznpCI3s,12
1MIVXf74SZHmTIp4V4paH4,4Q6nIcaBED8qUel8bBx6Cr,6
1MIVXf74SZHmTIp4V4paH4,6DgP9otnZw5z6daOntINxp,2
1mU61l2mcjEFraXZLpvVMo,2qxJFvFYMEDqd7ui6kSAcq,4
0p7L2MImTqtWEAlMN9qHYx,1xT5p0VBpnZDrvVSjX9sri,3
0u6GtibW46tFX7koQ6uNJZ,4EPJlUEBy49EX1wuFOvtjK,2
2gduEC76ry33RVurAvT05p,3e7awlrlDSwF3iM0WBjGMp,2
0RC0nC8QI7l4NXAOqDsamQ,4DXcK8M3bJkCFfhHIkudyL,1
23fqKkggKUBHNkbKtXEls4,79QO0Xmn1dZhvaLicS2Yrs,1
0pyi4vNCq5T6GgV1rt7ncc,6OO0PboZcIWUWL7j2IyeoL,1
0haZhu4fFKt0Ag94kZDiz2,1LOB7jTeEV14pHai6EXSzF,1
0bMKf3lIYR9GaNTdFKkTOr,5eTeHyszhixBkqm4L9xrjW,3
0eBOZ74PcpQb3SisNPgaRQ,6BrvowZBreEkXzJQMpL174,1
1HBjj22wzbscIZ9sEb5dyf,4SqTiwOEdYrNayaGMkc7ia,2
5ujrA1eZLDHR7yQ6FZa2qA,6nxWCVXbOlEVRexSbLsTer,1
0jNDKefhfSbLR9sFvcPLHo,24V5UY0nChKpnb1TBPJhCw,1
64rxQRJsLgZwHHyWKB8fiF,6nxWCVXbOlEVRexSbLsTer,1
0PxzGnCYBpSuaI49OR94cA,3kHVioJpVxlazAAKQ64pC1,3
0jNDKefhfSbLR9sFvcPLHo,5r5Va4lVQ1zjEfbJSrmCsS,1
3Qy1IxDSU8SLpUUOfbOpxM,4AA8eXtzqh5ykxtafLaPOi,3
0vqJkZ0RpLZixt3lTmD8vP,6wKxOKEA3K6R2UZ3COLXEY,1
3niPESDNKjDtTNfWzxZkXv,4dM6NDYSfLcspt8GLoT5aE,1
0gXx2aQ2mfovDfqCw10MQC,5eIbEEQnDM8yuDVB0bimSP,1
0AlNB0yIoyxdKloLmK9AOR,2aOoD3zsuYforFcDvUpZoH,6
1Vxf1UfzcxqzqItoOA0DDT,5dehztX64sgpHfGE3ooDlg,1
2i9uaNzfUtuApAjEf1omV8,4T5kpUiQUVJhuf9YT28qlf,1
1t8LijuXy59r0O5qlLkENl,7oRWzmj2sdRKqbgwbEmODT,1
007nYTXRhZJUZGH7ct5Y3v,5uz8HDS6eOsefdqSyMlTzi,1
0pCNk4D3E2xtszsm6hMsWr,0vqJkZ0RpLZixt3lTmD8vP,2
1kwGj7uDO5WXVXtQLvGJr0,6JdqHrxwmL2eeJO2oAnQG9,3
1496XxkytEk26FUJLfpVZr,7cTaYwNT1P49mASgKULKab,1
0Hh9X3QxTHPE2dlAS1g8IN,72heZIc2iMXdpDwsTjTcCQ,1
0u18Cq5stIQLUoIaULzDmA,7cTaYwNT1P49mASgKULKab,1
32B4m0OTNUKzhgYGCCvTZw,5W9QwHSJPJ5blGIyn8nSUb,1
3fmMaLC5jjf2N4EC2kTx0u,6wFwvxJkurQPU2UdeD4qVt,1
532VhOtZQ47TWSTGwbZ4kF,7uaIm6Pw7xplS8Dy06V6pT,1
1Cg7AdS9hOJBqmGUdbQ6Ux,4aCkc4HrwC4Dopig7RELoH,1
0XW7mqhbaQnRtHmwfAVg64,4fv1OFJywZ7DHCz3mVQQ45,1
0Hh9X3QxTHPE2dlAS1g8IN,3MJ2o2vTovueQARKmOzHls,3
1kwGj7uDO5WXVXtQLvGJr0,3lkwqHO5vO9jUlmJd0N5aC,1
2GH5uRMxmuAWn90B8DEZU3,2sfSQ1BOzaFQa3LZj6OGwD,3
1FX1BFU0DbHRYgKP83pA0d,4FoQJyBgyhdDCb1wdEgNZh,1
1rQItbnVgtRiJkTxHRBUc0,2a8ez0A2owcYhFki9860sm,1
3NJ94iuAmmMjbszODYT6pO,5o2KBzYUFierWmBhSemAhq,1
0Hh9X3QxTHPE2dlAS1g8IN,1He0ZKninbT4FMEV9hUZKn,1
1Tvhj4mF2pvvAT1InLbRKs,7gA8yMxRoBujfmpDLuLPvx,1
2o5jDhtHVPhrJdv3cEQ99Z,4npEfmQ6YuiwW1GpUmaq3F,1
2o5jDhtHVPhrJdv3cEQ99Z,790FomKkXshlbRYZFtlgla,1
1Cs0zKBU1kc0i8ypK3B9ai,2TcGJdSOiOvITBzhvfX8XB,1
25uiPmTg16RbhZWAqwLBy5,4Q6nIcaBED8qUel8bBx6Cr,6
54R6Y0I7jGUCveDTtI21nb,6QMABvTzixnxzsLYyhqRxI,1
23fqKkggKUBHNkbKtXEls4,6T5tfhQCknKG4UnH90qGnz,1
1vyhD5VmyZ7KMfW5gqLgo5,5he5w2lnU9x7JFhnwcekXX,1
1nzgtKYFckznkcVMR3Gg4z,5SHxzwjek1Pipl1Yk11UHv,1
1Cs0zKBU1kc0i8ypK3B9ai,2EMAnMvWE2eb56ToJVfCWs,3
20gsENnposVs2I4rQ5kvrf,5CCwRZC6euC8Odo6y9X8jr,2
7jEEE187pVG6InOxn03oA5,7vk5e3vY1uw9plTHJAMwjN,1
3K2zB87GZv1krx031en5VA,6HQ6vf4AloXyVNdyJhrX1J,1
3Y7RZ31TRPVadSFVy1o8os,6qgnBH6iDM91ipVXv28OMu,1
4NHQUGzhtTLFvgF5SZesLK,60d24wfXkVzDSfLS6hyCjZ,1
0Ty63ceoRnnJKVEYP0VQpk,1h6Cn3P4NGzXbaXidqURXs,1
3WtrH1zNpzoPSz6XpwCh6y,4oLeXFyACqeem2VImYeBFe,1
0xRXCcSX89eobfrshSVdyu,6eUKZXaKkcviH0Ku9w2n3V,1
5czbzNZZfWpyFgZyfT3Mkk,5fMUXHkw8R8eOP2RNVYEZX,1
12Zk1DFhCbHY6v3xep2ZjI,1h6Cn3P4NGzXbaXidqURXs,3
3XINWZaloea97SIRiyTJxX,4D75GcNG95ebPtNvoNVXhz,4
09agIJMxCD2k87ys9Al0f0,1VBflYyxBhnDc9uVib98rw,1
49CE2ffZ6Z3zeYSDauSKck,5QySqc6yAFDx9m7fedFZmC,3
0CbeG1224FS58EUx4tPevZ,5QySqc6yAFDx9m7fedFZmC,3
5KKpBU5eC2tJDzf0wmlRp2,6nS5roXSAGhTGr34W6n7Et,1
0Cs47vvRsPgEfliBU9KDiB,3rJPS8fYBokXpYw1mS9wr0,1
2dhLVCzAEMbAu1SSkAoOGV,4cdyqaBREB68H77QKCrKP1,1
1TcbdifqhtxLz77unBYJ7z,4AVFqumd2ogHFlRbKIjp1t,1
41X1TR6hrK8Q2ZCpp2EqCz,5fMUXHkw8R8eOP2RNVYEZX,1
0NGAZxHanS9e0iNHpR8f2W,2w9zwq3AktTeYYMuhMjju8,3
1VBflYyxBhnDc9uVib98rw,1cK2Abwkni7m51wJCSGllN,1
4ckLjJztj53Ifid7WHweBn,5R3Hr2cnCCjt220Jmt2xLf,1
4sTQVOfp9vEMCemLw50sbu,5vBSrE1xujD2FXYRarbAXc,1
3UgcksTtuB1Jnn8BrisEiC,3qEwwb8O7MSkGRohGYEzkO,1
1ysHnRqLx1sIFxUlahQftx,238y1dKPtMeFEpX3Y6H1Vr,3
2X2QKxpUF4yemFqILMoZUQ,4ljGdf7WSUgs2gc0TVGNGV,1
45fFrwMq6sPP5P4k1qqFi7,5gTVJRQmuS88nOhhdHqErL,1
1UL813H5aj3e8ekE5RqWqc,6X8lhZ7YaRUBlOsOYimlyD,1
0Upbj4hHk4d4UJ0HhnVs4F,7mnuMLgvXdCWzyB4sQCG7k,1
0nUF7iT0e6D5xEl743Jfu3,2FsZnS8gQ8jG1HGnPYNlm9,1
14Tg9FvbNismPR1PJHxRau,3rUqgY188kWz0hKkqnpk9F,1
1s7HL44LNzG6PoXFft90mx,6zsJjoCtL1WByG0VsuFWzR,1
4Hl6TEQAFgH0XrZq4f8okX,6yCdWsTDt4Dmb5GMZd5QLb,1
41gxyJbzbAaChEyrZ9j3rv,51Rlwvwkj8L3zakIRr6dUV,2
17j0kFtqn9Fss3D916jSlp,68vO4fkFxLbWPxTSHosxsB,1
4dktzc5hWsQPqmovObGZIG,4zAOqBfNLyWFvj1e3yvypJ,1
1uF7AFfGahplhiaHEy9NNl,3TaUSUXn41GixL7zbvrIDt,1
4aulLg9UvpHY9dIRqr30Qh,5KEjVMaEdZ1tHgaAIkZCVp,1
3VMySRm8fO4XQIDfEnVlro,5dncbrnveDMX9DgxcedeUg,3
3HghjRl8Mo6OJWG0WElY2z,5NkUpXWkeXspvu7iQQOHhP,1
5mrbZMjvRmXg6s1PeSWSoZ,7En86TUEQnK6O2EEisI8Mx,1
2zagWFWxFhQg3OvUmnnliq,5N7gp2n04e1TJ6MaKyvrbI,3
4ayLYM2DPcx5ItuBNT91IJ,5dncbrnveDMX9DgxcedeUg,1
3EOEK57CV77D4ovYVcmiyt,3t5xRXzsuZmMDkQzgOX35S,1
0NGAZxHanS9e0iNHpR8f2W,5pXe6yFchq1oyYK3rq2A8i,3
2o5jDhtHVPhrJdv3cEQ99Z,6VD4UEUPvtsemqD3mmTqCR,1
4EPJlUEBy49EX1wuFOvtjK,4sTQVOfp9vEMCemLw50sbu,1
1ic0FHNGIjXZAWH6O6Reif,69GGBxA162lTqCwzJG5jLp,1
0NGAZxHanS9e0iNHpR8f2W,7EQ0qTo7fWT7DPxmxtSYEc,1
0SfsnGyD8FpIN4U4WCkBZ5,5qQFXHDOeYjiZVrCUO56Pk,1
0deIjoDjl9g9Zpw0sCIOHh,5R3Hr2cnCCjt220Jmt2xLf,1
5T0j6On1EthT2QVNXh8vqc,6cEuCEZu7PAE9ZSzLLc2oQ,1
1Cs0zKBU1kc0i8ypK3B9ai,4D75GcNG95ebPtNvoNVXhz,4
53M4Iv2RkzzxFFvW2B1jhC,60d24wfXkVzDSfLS6hyCjZ,1
1rSGNXhhYuWoq9BEz5DZGO,4c4aEmXU6Hx95REbIZ3S82,1
2TcGJdSOiOvITBzhvfX8XB,4bL2B6hmLlMWnUEZnorEtG,1
0XqFDQJjqW5PfhfBCb53LR,1hII0FUxBvpT7bnuS7TQ6q,3
2rTo8KIkBTFjQS7VvaKYQ4,5ChF3i92IPZHduM7jN3dpg,5
2o5jDhtHVPhrJdv3cEQ99Z,4EPJlUEBy49EX1wuFOvtjK,10
3XINWZaloea97SIRiyTJxX,5fahUm8t5c0GIdeTq0ZaG8,3
2o5jDhtHVPhrJdv3cEQ99Z,4FcZfItjVIsfO9TynErl7X,3
1Cs0zKBU1kc0i8ypK3B9ai,5T4UKHhr4HGIC0VzdZQtAE,1
24XtlMhEMNdi822vi0MhY1,77AiFEVeAVj2ORpC85QVJs,1
4oEhVAb4wkpqQbOqVMroI4,6S2tas4z6DyIklBajDqJxI,1
4LZ4De2MoO3lP6QaNCfvcu,6nKQmcReKxJx1vUt9g25j6,3
3a9qv6NLHnsVxJUtKOMHvD,4F84IBURUo98rz4r61KF70,1
053q0ukIDRgzwTr4vNSwab,1Ffb6ejR6Fe5IamqA5oRUF,1
4aKdmOXdUKX07HVd3sGgzw,6oFs3qk4VepIVFdoD4jmsy,1
2u01kCKA5wDvvztuH8lyT0,64KEffDW9EtZ1y2vBYgq8T,1
0RqtSIYZmd4fiBKVFqyIqD,45eNHdiiabvmbp4erw26rg,1
4LZ4De2MoO3lP6QaNCfvcu,4o0pNHbyj36LPvukNqEug0,1
6wWVKhxIU2cEi0K81v7HvP,7ACEUD7UsmmXrnj4OLt8f9,1
0mO3Yf5XIPHfAbHh8yWLFk,3qyg72RGnGdF521zMU02u9,1
053q0ukIDRgzwTr4vNSwab,0y42IQBDFigO5mmEd1bGQG,3
1caBfBEapzw8z2Qz9q0OaQ,20DZAfCuP1TKZl5KcY7z3Q,3
1CXuuw8HJhyN80HlNzvL1e,4RddZ3iHvSpGV4dvATac9X,3
44Ewva5aHOX00EwaX2D2mh,5Vp7LqcfAtx2U1RfIX8i7r,1
0JOxt5QOwq0czoJxvSc5hS,1ic0FHNGIjXZAWH6O6Reif,3
1CXuuw8HJhyN80HlNzvL1e,5FKchcZpQOkqFvXBj1aCvb,2
0QJKELJZZuLAjqLOOixJm5,5ypxebeHEIXjMtJb17uJlI,1
4NiJW4q9ichVqL1aUsgGAN,64KEffDW9EtZ1y2vBYgq8T,1
0o9qzOHuHkGZ3xMFKpMFkC,5Vp7LqcfAtx2U1RfIX8i7r,3
46gyXjRIvN1NL1eCB8GBxo,7DMveApC7UnC2NPfPvlHSU,1
1Uyqa2sdHm1bL5JK4IC4zc,4AT7XlLBevgZIiKvZQ83ye,3
1CXuuw8HJhyN80HlNzvL1e,1fd3fmwlhrDl2U5wbbPQYN,1
4ZgQDCtRqZlhLswVS6MHN4,5R3Hr2cnCCjt220Jmt2xLf,3
3GzWhE2xadJiW8MqRKIVSK,4aKdmOXdUKX07HVd3sGgzw,4
1CXuuw8HJhyN80HlNzvL1e,1s6bMklFjSRcrMy2FtobWM,1
1QeTjGvzNdgEbglFeedKWe,2ooWmQC4NQUQZ3z00mZQyK,1
54pgkpWVgQYbQXD8bkUP8n,64EHXDoln95lnccszdPum0,1
4exLIFE8sISLr28sqG1qNX,6Ad91Jof8Niiw0lGLLi3NW,6
2ZmerElhvxg8uVKCmlZ4ij,6SnMMbLQ4iS8WIyt3ksmCR,1
1CXuuw8HJhyN80HlNzvL1e,3LkSiHbjqOHCKCqBfEZOTv,1
02nZLQtQ4vL5iHyp6atBrh,4yzZdtb9UicgY2M23eEtL9,1
126FigDBtqwS2YsOYMTPQe,1oPEr1Ci8sWOYj8SSh2VPE,1
09agIJMxCD2k87ys9Al0f0,4RddZ3iHvSpGV4dvATac9X,1
0CEFCo8288kQU7mJi25s6E,5rGrDvrLOV2VV8SCFVGWlj,1
1oPEr1Ci8sWOYj8SSh2VPE,4qUoZ6ErhTYFhAI0W1iI9q,1
0mO3Yf5XIPHfAbHh8yWLFk,5ojhEavq6altxW8fWIlLum,1
2ZmerElhvxg8uVKCmlZ4ij,33o00sXuyWiApOFzo0vr0z,1
4tususHNaR68xdgLstlGBA,7lXEr5KUTTaln112daJv5t,1
0Dc2rdPzleezxhvQhQbXuS,3KedxarmBCyFBevnqQHy3P,3
2yT7X3Gg2S51DHz67FAYL6,5ojhEavq6altxW8fWIlLum,1
1lzugG0lqNh9nP6Fp2zG3c,4exLIFE8sISLr28sqG1qNX,3
3L7JnVovGbYSUmRyqhXMYO,7pPCkPhaRLkGmovI5M0zCq,1
0e86yPdC41PGRkLp2Q1Bph,3cMInYqk6yzf37zo8iznoz,1
6FBDaR13swtiWwGhX1WQsP,77AiFEVeAVj2ORpC85QVJs,1
0oad1RRAiN1UpaOWbIB0EW,0vqJkZ0RpLZixt3lTmD8vP,3
17esEoE9uEHFKuzkar2UL0,6UOk7DmvqlzWmo6gjhZvn6,3
4LBa6kTLaQHiONCfTfTaXV,7FTQICqfx93tZdwZJb3wt2,1
3Bd1phrOZJuCev9U0bzdtA,5QySqc6yAFDx9m7fedFZmC,3
1yWjNh9SRE7C59A3LDIwVW,2rTo8KIkBTFjQS7VvaKYQ4,1
2FmgW6Jee0JQKtb6EnBWCq,6L7a6wPGpvLtTwOsMLnF1z,1
2rTo8KIkBTFjQS7VvaKYQ4,4EViwTsUibZWyo1K5EgrJt,3
5QySqc6yAFDx9m7fedFZmC,73jBynjsVtofjRpdpRAJGk,4
0N0d3kjwdY2h7UVuTdJGfp,7IFPeV5Ew63S7Hid0AjNgK,1
0caJEGgVuXuSHhhrMCmlkI,4RbUYWWjEBb4umwqakOEd3,2
3vDh2Mern1I2k53Oy0pDlD,6UZvJbrEJxkycbgUznMIF9,1
0wr85NuJuAYZsRzP1lJgiV,5QySqc6yAFDx9m7fedFZmC,1
4npEfmQ6YuiwW1GpUmaq3F,6UOk7DmvqlzWmo6gjhZvn6,3
1CqOLQmjzVWXQTiIN5Wucs,2gZzTzeACSwFqkMroVxmnm,1
4f0OXMMSxr0r8Ztx6CdpAl,6C0KWmCdqrLU2LzzWBPbOy,1
6UOk7DmvqlzWmo6gjhZvn6,76TM3QXivQvlLmZxdYxMZr,1
0MBGxwmCdXdO26ojaNcT64,7IFPeV5Ew63S7Hid0AjNgK,2
0caJEGgVuXuSHhhrMCmlkI,1Y1sNScqx8BPZceaO7LjTO,1
2gZzTzeACSwFqkMroVxmnm,6UOk7DmvqlzWmo6gjhZvn6,1
0caJEGgVuXuSHhhrMCmlkI,6L7a6wPGpvLtTwOsMLnF1z,1
2gZzTzeACSwFqkMroVxmnm,5nd7jnne7zbsV2J5jBKNOY,1
1CqOLQmjzVWXQTiIN5Wucs,37jL2LnGjAkadOCszr8v7C,9
37awA8DFCAnCCL7aqYbDnD,6UOk7DmvqlzWmo6gjhZvn6,3
6J6UF3GqOLdt6f4gfazSzf,6L7a6wPGpvLtTwOsMLnF1z,3
0CbeG1224FS58EUx4tPevZ,4f0OXMMSxr0r8Ztx6CdpAl,2
1Wt63OMKtv6v2ivHuQLm2C,1rpLzYzfrueWdkpcIunZQl,9
5wsBGjgRsASMggXLPF7pYm,7IeovKzVkfcG9mIJGNzTcT,1
0MBGxwmCdXdO26ojaNcT64,6Xhhpra0X0hpvC3yZaQ0Du,3
1Wt63OMKtv6v2ivHuQLm2C,5QySqc6yAFDx9m7fedFZmC,1
2D507sfeGL9YBBsF5P2XcG,6KlY7jizsLWQcXR1F2Sn9j,1
4xcDVatLFh6qlcm41er3LV,5QySqc6yAFDx9m7fedFZmC,1
0eBOZ74PcpQb3SisNPgaRQ,5QySqc6yAFDx9m7fedFZmC,1
05ndiewdJogtosuRWN8iwF,3GAHYVHU0HppTq2qgzejcv,1
