source,target,weight
1YK8JdPbiaMSnf4hrlBkGT,2bBTnfGpjGCTRozyAodDa3,3
0HYbyzzhI44iTHvYnf1nOs,6MxlVTY6PmY8Nyn16fvxtb,1
51RiZjPgKKJ1uDsZVmntmF,62TD7509VQIxUe4WpwO0s3,3
2ANtgfhQkKpsW6EYSDqldz,5yxyJsFanEAuwSM5kOuZKc,3
1nIUhcKHnK6iyumRyoV68C,44oCA91Zsi73fzubIX6Sqh,1
1HVBmevMWosOz09ppRSs11,1qIRoGEKXINqrCx5N1engi,6
2QOIawHpSlOwXDvSqQ9YJR,4st8QHJeSvWO1D4OPUgFaf,3
1zb5zmIuX2lTbzcn7YeQlg,3rwr89g0JzQsjz9XNZog2E,3
0IuqAyi5CMgpuyhckrcqNs,6s1pCNXcbdtQJlsnM1hRIA,3
3fyr5uksidSlLzsUjRIz5A,6pAwHPeExeUbMd5w7Iny6D,3
1C1x4MVkql8AiABuTw6DgE,2LmyJyCF5V1eQyvHgJNbTn,3
0cxXnDhpgxcMMkKddhORHY,1C1x4MVkql8AiABuTw6DgE,3
1Dot4uMsJMx8n1Xi7gAdV6,2LvhyFvUCDJ7gFuEBOcrM8,1
003f4bk13c6Q3gAUXv7dGJ,2ANtgfhQkKpsW6EYSDqldz,6
1YuknfkSYTTbolRpwZBOv4,3FEd0qHPFOgcpfw7bCXB4x,6
2wOqMjp9TyABvtHdOSOTUS,4EEQIAJoeN1V30MqFFtXxB,1
4XDJurjQCnWLlE7KLZCT9x,7ctAOUlIAs7yuMODWE2Fyz,1
2p0UyoPfYfI76PCStuXfOP,3IOUX2zimWLnlS0kRyJQJq,6
0dicUFoK5LIbqu6OoHu8VH,1C1x4MVkql8AiABuTw6DgE,3
0a9SIKSCIhxjx4QJlSZfYa,4WMHJgeJCssiGW3ssUT7eb,1
2wAqLhZR0Lmf8YMaYPwciL,4NJhFmfw43RLBLjQvxDuRS,6
09KZU0NsS7jRa5p0SflmGY,1Uff91EOsvd99rtAupatMP,6
2wOqMjp9TyABvtHdOSOTUS,5pAFKhoqlYPpCSiTOjh9Bz,1
0Ku5VBNL7cfGXRhp2BxXEQ,0PdAevuJJ1dJsGUdHeCnIJ,15
2P6ygesd9xg5DPOBnda2jg,4MECrpIPG1u3XtHd2YXbrT,3
4rc1nxbzNmD80AuHQvZv9K,5aIqB5nVVvmFsvSdExz408,6
6TD08jYeuN128P2MZTbc8E,7ie36YytMoKtPiL7tUvmoE,1
0qEO82Hj3SvjoNyEfKpRku,2OJaTm0rPZVyMA5k5s8vbh,3
0yB2SgzCCYb9uhjd4BG4pP,1OBvHJmcD6MzAWSIIErwPM,3
5HG9Eg7Ik8ZuNtMyGYTxLG,7xH3VOMwOjnqGu7NERNUx1,1
0OzxPXyowUEQ532c9AmHUR,3PfJE6ebCbCHeuqO4BfNeA,6
0nJvyjVTb8sAULPYyA1bqU,1pBuKaLHJlIlqYxQQaflve,1
4LEiUm1SRbFMgfqnQTwUbQ,53KwLdlmrlCelAZMaLVZqU,2
12Zk1DFhCbHY6v3xep2ZjI,5xXSrTidFvVRJmiam2Zh1o,1
2QsynagSdAqZj3U9HgDzjD,4ryoUS0W8qXokfMxrlJt6O,1
0uAUrmEQbwcDFzg0v7VicO,5nSAh3wlH7VaqpnkiMjzDs,1
0uAUrmEQbwcDFzg0v7VicO,5FkUhnHQ0KC63549LHHtst,1
137W8MRPWKqSmrBGDBFSop,7BGR8y1VZAWK2oR4zD9COr,1
3iL52u3kr14P6cTpB0VuEs,6AGZSUNP6AVZ2BTxUsbJsr,3
6RQkaOWddQmiLLJqSgnTbm,7Lij2ZLJJQOfGojVR3Wmqa,1
0rlS0SzVFk8BoiAW0fGBbN,7hHDN8REbPLpv46ROortOM,1
62DmErcU7dqZbJaDqwsqzR,7BGR8y1VZAWK2oR4zD9COr,1
3iL52u3kr14P6cTpB0VuEs,5IFrtFQVF41xZVKgfCtnlj,1
2bToe6WyGvADJftreuXh2K,3MAzDpqE01xyUmzNsc0Ee0,1
4MXUO7sVCaFgFjoTI5ox5c,5W10uJRsbt9bROJDKoI1Wn,1
0zJjil03QRbxSliMkw230M,543ccHFPnZfJMD8tRGPtu7,1
1TTfuOdEtj8lin2zR4OWmP,69qhRLDvsWJOhWGXXQ0lQQ,1
35l9BRT7MXmM8bv2WDQiyB,6deCiWT7ATcDWP2Cvlalvn,1
16rCzZOMQX7P8Kmn5YKexI,2YqJwmohaNjg9lg51flSax,1
1Hsdzj7Dlq2I7tHP7501T4,6WY7D3jk8zTrHtmkqqo5GI,1
0ZED1XzwlLHW4ZaG4lOT6m,5JZ7CnR6gTvEMKX4g70Amv,1
06HL4z0CvFAxyc27GXpf02,6WY7D3jk8zTrHtmkqqo5GI,1
0fiWOxhsBsQQvFDtxUQWo0,3AVfmawzu83sp94QW7CEGm,1
2TvVB6B050Aj5y2Hk4H84z,2vObsQCPsbVfkqHlQOu2zc,6
32ogthv0BdaSMPml02X9YB,5W10uJRsbt9bROJDKoI1Wn,1
3khg8RDB6nMuw34w1IHS6Y,51UcKPhDKdKDGIjec0781x,1
1jf3CssdtSksxNa3uIpPzS,2AMZYRU9gyPG7OEfSYA8Dr,1
5y2Xq6xcjJb2jVM54GHK3t,6cK3NBO6uP7hh0oyuVELFl,1
6cK3NBO6uP7hh0oyuVELFl,7tjVFCxJdwT4NdrTmjyjQ6,1
3hv9jJF3adDNsBSIQDqcjp,5Vuvs6Py2JRU7WiFDVsI7J,1
5vfEaoOBcK0Lzr07WN8KaK,6MfKvHA64hLnQEJ9E5M7FT,1
0RViEWnZO2VhmY4oI0PhF9,0id62QV2SZZfvBn9xpmuCl,2
1MIVXf74SZHmTIp4V4paH4,4Ga1P7PMIsmqEZqhYZQgDo,1
20apXQGKM00jJTvYfyKwlb,4ylR3zwA0zaapAu94fktwa,3
1FvjvACFvko2Z91IvDljrx,1Q2mS59tFYLm2KGFoCgWN4,3
2RP4pPHTXlQpDnO9LvR7Yt,7aFTOGFDEqDtJUCziLVsVC,1
3kANxNTLNOhxpOPoCbGq9E,6xt9sJmmyYwWkJv8A6ssiU,1
3FUY2gzHeIiaesXtOAdB7A,60vX3zLcdKRXvKLITVh5Df,3
5q73QGeZGnA3ChVIPxIvyc,7fRYOt13ebct7IUSm36irk,1
0ABk515kENDyATUdpCKVfW,2P5sC9cVZDToPxyomzF1UH,1
0Y4inQK6OespitzD6ijMwb,5IcR3N7QB1j6KBL8eImZ8m,1
4xRYI6VqpkE3UwrDrAZL8L,7BMccF0hQFBpP6417k1OtQ,1
3vDUJHQtqT3jFRZ2ECXDTi,4ubKsFJjMgWkARG6w2Qlv8,1
0Y4inQK6OespitzD6ijMwb,1sBkRIssrMs1AbVkOJbc7a,1
1GwxXgEc6oxCKQ5wykWXFs,6GEykX11lQqp92UVOQQCC7,1
0QHgL1lAIqAw0HtD7YldmP,5pnbUBPifNnlusY8kTBivi,1
0eVyjRhzZKke2KFYTcDkeu,4fpwOzxFRMVGfd197dKIdY,3
0Y4inQK6OespitzD6ijMwb,19KwjzvIL92r29IINtlPNP,1
3az3UoKXQwxW9oI2Awbodj,6C1ohJrd5VydigQtaGy5Wa,10
15UsOTVnJzReFVN1VCnxy4,6Xgp2XMz1fhVYe7i6yNAax,1
1wxPItEzr7U7rGSMPqZ25r,2jjSx5EpZwv9iBAgFkGWPh,9
55Aa2cqylxrFIXC767Z865,6TIYQ3jFPwQSRmorSezPxX,1
4exLIFE8sISLr28sqG1qNX,6ASri4ePR7RlsvIQgWPJpS,6
15ZjD8Gus20Miqw3fdOaXX,2tIP7SsRs7vjIcLrU85W8J,3
2NM1t8dMvgeu9Lfl06574g,5Hx084y0lkukp4MHLFmj3S,1
1wxPItEzr7U7rGSMPqZ25r,5J66vFlveTqn4j79SueFCA,1
2tIP7SsRs7vjIcLrU85W8J,64KEffDW9EtZ1y2vBYgq8T,1
0inkJpjAKDnQOv2VHBCU0Z,1ScHz7wPPxVTEKsc9g3Z0c,3
1cNDP5yjU5vjeR8qMf4grg,4MCBfE4596Uoi2O4DtmEMz,3
0xOeVMOz2fVg5BJY3N6akT,1bq8rqNnfrojn0OSAfeNXJ,3
5fSVkkuijRIpxuvSqysYiP,6fOKLk8GmQ8xKogCRuuAwD,1
1wxPItEzr7U7rGSMPqZ25r,6rECUDgdLKJnJ3L27h1MqJ,1
46fHMu9KxdQwcGV9xI1L9R,5IbEL2xjRtKsunfmsahLuO,1
1fsCfvdiomqjKJFR6xI8e4,2kCcBybjl3SAtIcwdWpUe3,1
1ScHz7wPPxVTEKsc9g3Z0c,2NM1t8dMvgeu9Lfl06574g,3
3AUIYVmhwrsw8UOPHEv91Z,5rRR4a0u50S9JNZtL4OB5K,1
2cFrymmkijnjDg9SS92EPM,4exLIFE8sISLr28sqG1qNX,6
5MIXBzwGNeUeFAS0o3XBXL,7FGjkq9WfrRmBFL64ST0p9,1
0CEK8AzyeD5ZUdUloB6yQV,1lAvOODEAbUI5b51WRBbdx,1
4O15NlyKLIASxsJ0PrXPfz,6ASri4ePR7RlsvIQgWPJpS,1
1sBkRIssrMs1AbVkOJbc7a,1vaQ6v3pOFxAIrFoPrAcom,6
1OFOShsIbhy1l5x73yuVyB,1fctva4kpRbg2k3v7kwRuS,3
3kXFPAfFzG0LrudmtGM6Yc,4aXUVIuNCDbLoRAYfuVDi1,1
0af5VM6xubf8EXKvoG35x6,3S0tlB4fE7ChxI2pWz8Xip,1
2RdwBSPQiwcmiDo9kixcl8,4wLAjfeqAsV66AocWNcowA,1
1CoZyIx7UvdxT5c8UkMzHd,62DmErcU7dqZbJaDqwsqzR,1
10p1CDVyRIkR2ybAu7SbVH,5dM0ApSI0k1TcOseiik0sY,1
0rlS0SzVFk8BoiAW0fGBbN,2oZcMYiKpjaA2Et5mU3RPP,3
0CIwCGmQMqHqiblnZlFia1,0rlS0SzVFk8BoiAW0fGBbN,27
2ExGrw6XpbtUAJHTLtUXUD,4HIgMgldxGG0v8nSDWJrnh,1
1CTdJErNqnCWNwtxJmleua,5nSAh3wlH7VaqpnkiMjzDs,1
0qPUDOVD0aYR2lmCilnscs,36fJ2Mx3ktclhSlBbsUbFY,6
2FgooFaZzZy6PUyJImk0kG,5ITI6SEoUZMIXXkzCfr4oE,3
12kjvw4e3gLp6qVHO65n7W,4oQyXxDBq8FBhsjjS7MbcM,3
2gzWmhOZhDN6gXL49JW9qj,4MakWUvM6GZhwTKsTA6AAT,1
3wcj11K77LjEY1PkEazffa,6AgTAQt8XS6jRWi4sX7w49,1
51qUDJb5AtQX6jIL4VJx6M,7fw0E8WHdG3r9SuPBcGmWk,1
2LiqbH7OhqP0yuaG8VL1wJ,4QSTyDpxsKmv3UfavVUImR,1
379IT6Szv0zgnw4xrdu4mu,3zaDigUwjHvjOkSn0NDf9x,1
4pQcWzOMSmmz5DK6TqO2FL,5TirRF3azWV5OpyufcDCFP,1
2LiqbH7OhqP0yuaG8VL1wJ,3wcj11K77LjEY1PkEazffa,1
379IT6Szv0zgnw4xrdu4mu,75VKfyoBlkmrJFDqo1o2VY,1
27w1NoOLMX7tJMYqcetPyG,2LiqbH7OhqP0yuaG8VL1wJ,10
2gzWmhOZhDN6gXL49JW9qj,6U3gCOvxVWKBxXItqp3mdr,1
290nCNEce1y6rfoJiO2rK7,6l7R1jntPahGxwJt7Tky8h,1
0obuUG86gXYcMtRMNKaYKL,20qISvAhX20dpIbOOzGK3q,3
3qEnCAnX23lvoxZYtBiPgL,4qYpTEJThZ8FC8KzyFrSWW,1
491U1PrV1EoQuhM0aUCn9r,52iM1kP5BpnLypZ0VtrpyY,1
2gzWmhOZhDN6gXL49JW9qj,4pQcWzOMSmmz5DK6TqO2FL,4
01DTVE3KmoPogPZaOvMqO8,52iM1kP5BpnLypZ0VtrpyY,1
3LOm0AZjpwVQebvkyanjDy,4Hyl7QROvzELSzMO7OXdjr,1
379IT6Szv0zgnw4xrdu4mu,46pWGuE3dSwY3bMMXGBvVS,1
27w1NoOLMX7tJMYqcetPyG,52iM1kP5BpnLypZ0VtrpyY,1
12kjvw4e3gLp6qVHO65n7W,7kK5badbqOjd8WlT2XWMeM,1
6UmdRN4VAfN58ZCLYGGBDE,76qtJqxLY1aXEPHxAJui7y,3
18CJ8k3h2Rggioow01dlwP,5N6EzjkOoyABhNZJggeXi6,1
0XqLMMiljB30SqHKV9PYsD,4YIOi9aFNviV1jRQeiNZgO,3
4Hyl7QROvzELSzMO7OXdjr,72JYdP98St11Hga6yN2PGl,1
290nCNEce1y6rfoJiO2rK7,76qtJqxLY1aXEPHxAJui7y,1
4wrFUdBKN4RBMtC3ZoLVdw,7kK5badbqOjd8WlT2XWMeM,1
01DTVE3KmoPogPZaOvMqO8,27w1NoOLMX7tJMYqcetPyG,1
0HWfFWL4vVrbaBQqxVCwCi,0IVapwlnM3dEOiMsHXsghT,1
69C7agUvyZMUv0P58MvBwc,76uBpZUqkDljACPBsu2klS,1
5FxD8fkQZ6KcsSYupDVoSO,5HONdRTLNvBjlD2LirKp0q,3
30A0dNl1aYj4oOaMJKQk6Q,4cc6PmIfhsUCGJUU9QsxEy,1
1byiL1WtteUjvqT6GhlEfh,6amhIkFAweDp9aQ8FKQ606,3
1pHO6SCEw9tuRx0IVMFL0g,7ItbAZITSFxSy5LJChXe18,1
0jsnWH4QCKcAMpR7vEhh9u,3rWZHrfrsPBxVy692yAIxF,1
4Abe9XH0fplj8dbOddoYgH,4qIVPF0s71ZYW3qzhu5GkF,1
6gK1Uct5FEdaUWRWpU4Cl2,7C3Cbtr2PkH2l4tOGhtCsk,1
3K8XkFDgyQhbHQGzD0xz8Y,5PgMKzd3GrAPFZUqxdX1jy,1
5aLDWFw5qUmTWnEuevuhYG,6f96znq79wvlknKHHHhtTW,3
12CNljuN6DW9e5x61FS03b,45QpZznbXYo3nWy0TIhvgv,3
129UGN7LRFtvMzCf0h2Y8s,3UdoO8DiElu02b95ig57cC,1
2t3eEaWiT5weaCJIh6aRv2,6jJG408jz8VayohX86nuTt,1
3chQixmxhv9UmwQc8aBApA,6f2Y46Pw2IYGoURJREJDiA,3
1pUWzVmu8ACMnIAu9BsOHm,6QrRSfwkZsixVIgDRhpToh,3
0djvqMepj2XkHfvWTqkH1N,5rCxM6JMlwyQ3tuds8DqPR,1
0YYVUJe2T4XdBza6Y0RA8P,6Amqc7UjJa19q4jrfAHA77,1
42gnrsSSKKNNmfAJ0o3oyN,5EjKjFGvMmVUGCfAyDY2lG,1
0vTPGCQGp2pkRUCXF8gEXd,2igm2vmbeYibaElfyvj9XQ,1
2SvBRTr0oEXAaTzqw7p4rx,5orR9ec1E60lLb1U76m3ul,1
21h7fpqGaOoiOShHsTbYhX,5oFsjDzNu5UwbtKnGXKacN,3
1LeVJ5GPeYDOVUjxx1y7Rp,6O4EGCCb6DoIiR6B1QCQgp,1
0bzfPKdbXL5ezYW2z3UGQj,1uiEZYehlNivdK3iQyAbye,1
3GQboECxDT1xqPPWC30p7v,65dGLGjkw3UbddUg2GKQoZ,2
3qqkHeEhezlIaNj1vFYH2r,6sHCvZe1PHrOAuYlwTLNH4,1
20aPu5vizjmoX2A7f7AOWL,2wUjUUtkb5lvLKcGKsKqsR,1
07d5etnpjriczFBB8pxmRe,0eRbECAGCLLiTyVXPBRexU,3
06HL4z0CvFAxyc27GXpf02,7keGfmQR4X5w0two1xKZ7d,1
23fqKkggKUBHNkbKtXEls4,25u4wHJWxCA9vO0CzxAbK7,1
1bqxdqvUtPWZri43cKHac8,45eNHdiiabvmbp4erw26rg,1
2wX6xSig4Rig5kZU6ePlWe,74RDfhi3g8pfpmMCrQUtpF,1
0z4gvV4rjIZ9wHck67ucSV,33ScadVnbm2X8kkUqOkC6Z,1
4kYGAK2zu9EAomwj3hXkXy,5ENS85nZShljwNgg4wFD7D,1
7uaIm6Pw7xplS8Dy06V6pT,7vk5e3vY1uw9plTHJAMwjN,1
1HBjj22wzbscIZ9sEb5dyf,5IHqlcCbQkyhWl0KmIwgeq,1
3vbKDsSS70ZX9D2OcvbZmS,6QqLYrbjh5CnfMG7z5r96E,1
0F6yRPhUj9fUzWn0z3ysyr,68DWke2VjdDmA75aJX5C57,1
12eNUx8BvR5qmpFssq8Vkt,7vf3cusT4A12yB9wu0714H,1
67yMeHb5yvyDRabVSMZu8Z,7vf3cusT4A12yB9wu0714H,1
12eNUx8BvR5qmpFssq8Vkt,55SpWdkjLvDiH67u0gct8k,1
0ELXBCSsRl2m92MgnOsA69,4r4tRC1EUpfUCLjwQXP5EA,2
3UgcksTtuB1Jnn8BrisEiC,5HintvHxi0uDBgNaRKWZOt,1
2mV8aJphiSHYJf43DxL7Gt,6xt9sJmmyYwWkJv8A6ssiU,1
1fZXjUQEkVbB0TvZX4qFR8,5K0rbdBrs2tNXe5LeWMATT,1
1o460hybHU3bpJUsu7Rko5,37ZvFp654tY74Z1D2TLOGR,1
0eRbECAGCLLiTyVXPBRexU,30FDJPN3RtwJZ20g5YGCRX,6
5KtUig38eqxK2rOtHZnz0k,5RRfTrwXUGYiBB0DMV4hyh,1
2B50tPmaH4o50MqFC7j98Z,5sKvgmG84C0bIMWeS2SRPr,1
0EmeFodog0BfCgMzAIvKQp,7AcV1lk8Zrgo1691PDWEle,1
33ScadVnbm2X8kkUqOkC6Z,5bv5RplEOwdCvhq0EILh9E,1
09jjYjayn8aDcjgeKiAn0r,0zRYgjw7RxECPWbPuMxdFl,3
0CbeG1224FS58EUx4tPevZ,37awA8DFCAnCCL7aqYbDnD,1
3nFkdlSjzX9mRTtwJOzDYB,5me0Irg2ANcsgc93uaYrpb,1
1bqxdqvUtPWZri43cKHac8,2P5sC9cVZDToPxyomzF1UH,1
16S3H1glektgYRNbvkp9fR,485PbpVEwbo7jAYs8Z3v9J,4
0mO8aKj6nYryzzlEdPYAPb,4aCH6cwaYahrWfJWqfEfra,1
0eyU8FDZOOlay1MxO2ze4E,221iMiF62DFPnVuCLJakP1,1
4qLV9FR6ZVLS6W8drD78hM,6GFAZnwXhNER0WS76WMpS4,1
0Wqv0dIaMD5nWWiJuj7bIP,6J4qfWR8Giq0erqoEyICug,1
5FWTu1MZdB5fjKif2rZldJ,6ZFv3wQwwWPiVDWhv0mjQK,1
2QsynagSdAqZj3U9HgDzjD,6uSKeCyQEhvPC2NODgiqFE,1
3DX0eiXQmScKETXJDBFrdy,3ipJMUoiT6z3y7WV5uRpLu,1
5keeQyPKYRxUCKDMECTXG3,6jJG408jz8VayohX86nuTt,1
3AxcTqkr4hkBaUEU7J4mSn,4og9jrin5xH5JiFPbeGUPb,1
2AOn8ToM1vaab3wtU74ldy,3AHq6rutf72JF0ul8GB6G2,4
1zNqDE7qDGCsyzJwohVaoX,64KEffDW9EtZ1y2vBYgq8T,2
3hv9jJF3adDNsBSIQDqcjp,5YGY8feqx7naU7z4HrwZM6,1
06HL4z0CvFAxyc27GXpf02,4YLtscXsxbVgi031ovDDdh,1
0C8ZW7ezQVs4URX5aX7Kqx,6VuMaDnrHyPL1p4EHjYLi7,1
3WGpXCj9YhhfX11TToZcXP,5JZ7CnR6gTvEMKX4g70Amv,1
2kRfqPViCqYdSGhYSM9R0Q,4DdkRBBYG6Yk9Ka8tdJ9BW,1
0C8ZW7ezQVs4URX5aX7Kqx,0ZED1XzwlLHW4ZaG4lOT6m,1
6S2OmqARrzebs0tKUEyXyp,6cK3NBO6uP7hh0oyuVELFl,1
2wY79sveU1sp5g7SokKOiI,3KedxarmBCyFBevnqQHy3P,3
5CCwRZC6euC8Odo6y9X8jr,5yG7ZAZafVaAlMTeBybKAL,1
21LGsW7bziR4Ledx7WZ1Wf,24DQLSng7bKZD4GXLIaQbv,1
2s4tjL6W3qrblOe0raIzwJ,4x1nvY2FN8jxqAFA0DA02H,1
4NgNsOXSwIzXlUIJcpnNUp,5z1VAFwT35EVvCp1XlZZuL,1
0qSX3s5pJnAlSsgsCne8Cz,3BmGtnKgCSGYIUhmivXKWX,4
2NCGI6dLTxLdI9XHdv7QfM,6ZjFtWeHP9XN7FeKSUe80S,2
4OBJLual30L7gRl5UkeRcT,4m4SfDVbF5wxrwEjDKgi4k,1
3sO8muEXafy2NGwUZByrTr,78xUyw6FkVZrRAtziFdtdu,1
0tmwSHipWxN12fsoLcFU3B,1bAftSH8umNcGZ0uyV7LMg,3
1i8SpTcr7yvPOmcqrbnVXY,5WUlDfRSoLAfcVSX1WnrxN,3
0GM7qgcRCORpGnfcN2tCiB,1vyhD5VmyZ7KMfW5gqLgo5,6
4ovtyvs7j1jSmwhkBGHqSr,5yOvAmpIR7hVxiS6Ls5DPO,1
1mcTU81TzQhprhouKaTkpq,28gNT5KBp7IjEOQoevXf9N,1
1vyhD5VmyZ7KMfW5gqLgo5,77ziqFxp5gaInVrF2lj4ht,1
048LktY5zMnakWq7PTtFrz,4BFLElxtBEdsdwGA1kHTsx,1
2UwqpfQtNuhBwviIC0f2ie,7IlRNXHjoOCgEAWN5qYksg,1
1X6cBGnXpEpN7CmflLKmLV,1hNaHKp2Za5YdOAG0WnRbc,3
1vyhD5VmyZ7KMfW5gqLgo5,6LuN9FCkKOj5PcnpouEgny,1
11b21KVATwG7LgLPiD3a1A,3tVQdUvClmAT7URs9V3rsp,10
2cy1zPcrFcXAJTP0APWewL,33ScadVnbm2X8kkUqOkC6Z,3
1fYVmAFB7sC7eDoF3mJXla,64oW4P0vsDhlorOxZKQi6a,1
7JMwO9tyFPMsb2KnsJqZlp,7gU9VyFRN3JWPJ5oHOil60,1
1gWjcmBsveEYMxOZ0VRi32,2hlmm7s2ICUX0LVIhVFlZQ,1
20fLTbSref8bRqtfD82pSo,4uJNQGa3L2frXDxwgouTIw,1
2IK173RXLiCSQ8fhDlAb3s,7c0XG5cIJTrrAgEC3ULPiq,1
2oZcMYiKpjaA2Et5mU3RPP,3tVQdUvClmAT7URs9V3rsp,3
4uJNQGa3L2frXDxwgouTIw,7IlRNXHjoOCgEAWN5qYksg,1
1PyToLP6F2rzV0ZSR71lgl,1cKyknhftNKXCjMBd2hDrG,1
0Y3agQaa6g2r0YmHPOO9rh,7bXgB6jMjp9ATFy66eO08Z,1
3tVQdUvClmAT7URs9V3rsp,64oW4P0vsDhlorOxZKQi6a,1
4qXC0i02bSFstECuXP2ZpL,6M6XXCcO5gI68XpIlrUL3Z,1
0tmwSHipWxN12fsoLcFU3B,4NEThNYJ3WyNcJWcmpjq88,1
4ryoUS0W8qXokfMxrlJt6O,62DmErcU7dqZbJaDqwsqzR,1
0eYIT8bKfvhhDHFH1A0rxk,4VUZyzya1v8H9StAeuKYXW,1
3W0nbFHGRWfrVNVAsZN6rw,60tsxRkHtGIlk3IW8U8O2y,1
7EEiVZvj6RCEtVX2F2pyxu,7oMRcCu0OYSCtCyS3P37iC,1
1XavfPKBpNjkOfxHINlMHF,3L4ZO0ZaSe1qeucpQK8tBR,3
0hgX6slgQFj1QpjpKHbcK1,4NEThNYJ3WyNcJWcmpjq88,1
10p1CDVyRIkR2ybAu7SbVH,3dXC1YPbnQPsfHPVkm1ipj,3
1CoZyIx7UvdxT5c8UkMzHd,5DCdWXQ0QHQYlok4KK97em,1
3tVQdUvClmAT7URs9V3rsp,5jW1p6bav4DYihIHewKBCq,1
1LKo6ZA3RNvKtLa6zDu32S,1hNaHKp2Za5YdOAG0WnRbc,1
1SupJlEpv7RS2tPNRaHViT,3Isy6kedDrgPYoTS1dazA9,3
4NEThNYJ3WyNcJWcmpjq88,6tkyhGe9hGI3Lcfo4gVh6Z,3
1PyToLP6F2rzV0ZSR71lgl,2AkaK2DXdBUWYjpwOHoKs2,3
0Y3agQaa6g2r0YmHPOO9rh,62DmErcU7dqZbJaDqwsqzR,1
42q0rYXtR561ypg1Fcw1PI,4tIKaxUmpXzshok2yCnwdf,1
2ayt5jDUuTCpoTG7sHSvuq,5Ayl2bJtN5mdCsxZoxs9n1,1
3Isy6kedDrgPYoTS1dazA9,5dbaLmK5SHLLg8Z4CcTJpX,3
6W5uA6CNMf3hd2j4a2XWCx,7x3eTVPlBiPjXHn3qotY86,3
2NFWbreVmIEJG0iqIvLDOI,2dQgOfBP52UwjegY8FwJAY,3
2Srxd4jkUb5hcZEJO1SPnW,7gEgjd9W1P1iAD9FbubrqC,1
1zNqQNIdeOUZHb8zbZRFMX,5fMUXHkw8R8eOP2RNVYEZX,6
2IK173RXLiCSQ8fhDlAb3s,3sJQwG0SsGRyv5C5kh4o9a,1
1OFOShsIbhy1l5x73yuVyB,3Isy6kedDrgPYoTS1dazA9,4
3nwYsifpwrKmCIpw4i0HDW,4NEThNYJ3WyNcJWcmpjq88,3
0af5VM6xubf8EXKvoG35x6,0wEvWMQRqaXcgnrZv6KtyL,3
3nwYsifpwrKmCIpw4i0HDW,5Ayl2bJtN5mdCsxZoxs9n1,1
6m1LYS5NQonxjOcQFPQOb5,7fKO99ryLDo8VocdtVvwZW,1
2NFWbreVmIEJG0iqIvLDOI,3xhksfxjNLUAyxUdijvk4x,1
26XzvosH2cl8Re6KSo9m8Z,2ayt5jDUuTCpoTG7sHSvuq,3
1ixqGowpDM21RwyJmJ7hpv,6IhG3Yxm3UW98jhyBvrIut,1
1QR6WDewVzcY8JrxP5Gyj3,267wBt3XfmW3kdOC0JCtcO,6
1X6cBGnXpEpN7CmflLKmLV,7oMRcCu0OYSCtCyS3P37iC,1
5MEHQvTW53C0ccsuxdZobQ,7BIkk865pwBrSZetA8Izic,1
0sRlnqmmepk0FBxtULhUrn,2yVIMZ3tHWSmoP3ZLwJmJu,1
2JX4h8xm0hNxCB0aNBWzyi,5RkXaPxdZ8L7ERNgDZXlKh,3
5Ayl2bJtN5mdCsxZoxs9n1,78u1jLVBjPSXQVmHBV43yG,1
4SPws2VXOmZIiRTp75mzsb,4rBAk0XNC7XnH08pOWq7aU,1
1UkYB1n44YzBCtMaKde48Y,3kZyLijv2b47kwz0qoRpT6,6
57ALvbCBaCkNlgTOSiUPdT,6F6lawSnwGWWgdXFN7LXO7,1
4JpiyXXxkMVaLebTRD2T7C,5Epg9knob31gEXJGg9V5Sp,1
2O2dI9lY9PnWtAa4OlrgMi,2S0rCVs10P1Q0v51wmOrM5,1
1H5jbTPAiHEJv3tWdLlXLk,7fvNIXXszS6FTHROnZVsK4,1
3okiREk3dV4F8BmK7cpEJf,5Wx29PEKBUtWOiTA3kOOXq,1
1Gd5PupkpVsM1OvgVDUvmH,1o460hybHU3bpJUsu7Rko5,1
45gHcnDnMC15sgx3VL7ROG,757aE44tKEUQEqRuT6GnEB,1
1URnnhqYAYcrqrcwql10ft,2hlmm7s2ICUX0LVIhVFlZQ,1
64KEffDW9EtZ1y2vBYgq8T,757aE44tKEUQEqRuT6GnEB,1
4akybxRTGHJZ1DXjLhJ1qu,4iHNK0tOyZPYnBU7nGAgpQ,3
5d1JhBfyb58upMXCZOdbQu,75JvBeqW4BJ4xgnbMAq6MN,1
5Ye2QWN2Wl9zTn947eaest,6pRi6EIPXz4QJEOEsBaA0m,1
3sDbKMebVH2VYcRSl7u1VC,6Iz3eq2aQGFf7TbGT2iahL,1
2XDaX0gxzE4eCXjPPAREEq,3vcFXwLEUdfWMu7gTQKyot,1
0IuE3Ne32K4i3BZBbr610a,3jERgGiTwNAPxNmDasAb31,1
75JvBeqW4BJ4xgnbMAq6MN,7vCtweS8UVAXTyau2j0rDT,1
0TfWxv8ygT7qBnqxqyYige,4RbkVdTJEHZEfppvxBD6Il,3
0KaOODqnbHxMIZ3qUH5F5n,5VX8hxrcfJWwaTLiqGUHG3,1
3SKza3YPBri1k43LB1Tqy4,3wRt3iJpZDOg73CTUkfv5C,3
61fqRzZ9aHyPeTdUIqEEFx,6piIAIurGAryW5h1rqQC16,2
