inverted weights score,sum centralities score
2.1666666666666665,0.5
2.3333333333333335,0.5
2.3333333333333335,0.5
2.5,0.5
2.5,0.5
2.5833333333333335,0.5
2.666666666666667,0.5
2.666666666666667,0.5
2.833333333333333,0.5
2.8333333333333335,0.5
3.0,0.5
3.0,0.5
3.0,0.5
3.0000000000000004,0.5
3.111111111111111,0.5
3.1666666666666665,0.5
3.1666666666666665,0.5
3.166666666666667,0.5
3.2111111111111117,0.5
3.25,0.5
3.25,0.5
3.25,0.5
3.333333333333333,0.5
3.3333333333333335,0.5
3.3333333333333335,0.5
3.3333333333333335,0.5
3.3333333333333335,0.5
3.3333333333333335,0.5
3.3333333333333335,0.5
3.333333333333334,0.5
3.333333333333334,0.5
3.4333333333333336,0.5
3.4333333333333336,0.5
3.45,0.5
3.5,0.5
3.5833333333333335,0.5
3.5833333333333335,0.5
3.5833333333333335,0.5
3.6,0.5
3.6666666666666665,0.5
3.666666666666667,0.5
3.666666666666667,0.5
3.666666666666667,0.5
3.666666666666667,0.5
3.75,0.5
3.75,0.5
3.766666666666667,0.5
3.766666666666667,0.5
3.833333333333333,0.5
3.8333333333333335,0.5
3.8333333333333335,0.5
3.8333333333333335,0.5
3.8333333333333335,0.5
3.8333333333333335,0.5
3.8333333333333335,0.5
3.8777777777777778,0.5
3.9761904761904763,0.5
4.0,0.5
4.0,0.5
4.0,0.5
4.0,0.5
4.0,0.5
4.0,0.5
4.0,0.5
4.0,0.5
4.0,0.5
4.0,0.5
4.1,0.5
4.116666666666666,0.5
4.166666666666666,0.5
4.166666666666666,0.5
4.166666666666666,0.5
4.166666666666667,0.5
4.166666666666668,0.5
4.226190476190476,0.5
4.25,0.5
4.25,0.5
4.25,0.5
4.25,0.5
4.25,0.5
4.25,0.5
4.25,0.5
4.25,0.5
4.25,0.5
4.25,0.5
4.25,0.5
4.333333333333333,0.5
4.333333333333333,0.5
4.333333333333333,0.5
4.333333333333333,0.5
4.333333333333333,0.5
4.333333333333333,0.5
4.333333333333333,0.5
4.333333333333333,0.5
4.333333333333333,0.5
4.333333333333333,0.5
4.333333333333334,0.5
4.333333333333334,0.5
4.333333333333334,0.5
4.333333333333334,0.5
4.333333333333334,0.5
4.333333333333334,0.5
4.333333333333334,0.5
4.333333333333334,0.5
4.333333333333334,0.5
4.333333333333334,0.5
4.333333333333334,0.5
4.333333333333334,0.5
4.333333333333334,0.5
4.333333333333334,0.5
4.333333333333334,0.5
4.333333333333334,0.5
4.333333333333334,0.5
4.366666666666667,0.5
4.377777777777776,0.5
4.377777777777778,0.5
4.433333333333334,0.5
4.433333333333334,0.5
4.476190476190476,0.5
4.499999999999999,0.5
4.499999999999999,0.5
4.5,0.5
4.5,0.5
4.5,0.5
4.5,0.5
4.5,0.5
4.5,0.5
4.5,0.5
4.5,0.5
4.5,0.5
4.5,0.5
4.5,0.5
4.5,0.5
4.5,0.5
4.5,0.5
4.5,0.5
4.5,0.5
4.5,0.5
4.5,0.5
4.5,0.5
4.5,0.5
4.5,0.5
4.5,0.5
4.5,0.5
4.5,0.5
4.500000000000001,0.5
4.500000000000001,0.5
4.533333333333334,0.5
4.544444444444444,0.5
4.583333333333333,0.5
4.583333333333333,0.5
4.583333333333333,0.5
4.583333333333333,0.5
4.583333333333334,0.5
4.6,0.5
4.6,0.5
4.6000000000000005,0.5
4.666666666666666,0.5
4.666666666666666,0.5
4.666666666666666,0.5
4.666666666666666,0.5
4.666666666666666,0.5
4.666666666666666,0.5
4.666666666666667,0.5
4.666666666666667,0.5
4.666666666666667,0.5
4.666666666666667,0.5
4.666666666666667,0.5
4.666666666666667,0.5
4.666666666666667,0.5
4.666666666666667,0.5
4.666666666666667,0.5
4.666666666666667,0.5
4.666666666666667,0.5
4.666666666666667,0.5
4.666666666666667,0.5
4.666666666666668,0.5
4.727777777777778,0.5
4.749999999999999,0.5
4.75,0.5
4.75,0.5
4.75,0.5
4.75,0.5
4.75,0.5
4.75,0.5
4.75,0.5
4.75,0.5
4.75,0.5
4.75,0.5
4.75,0.5
4.75,0.5
4.75,0.5
4.75,0.5
4.75,0.5
4.766666666666666,0.5
4.766666666666667,0.5
4.7666666666666675,0.5
4.777777777777777,0.5
4.794444444444443,0.5
4.800000000000001,0.5
4.833333333333332,0.5
4.833333333333333,0.5
4.833333333333333,0.5
4.833333333333333,0.5
4.833333333333333,0.5
4.833333333333333,0.5
4.833333333333333,0.5
4.833333333333333,0.5
4.833333333333333,0.5
4.833333333333333,0.5
4.833333333333333,0.5
4.833333333333333,0.5
4.833333333333333,0.5
4.833333333333333,0.5
4.833333333333333,0.5
4.833333333333333,0.5
4.833333333333333,0.5
4.833333333333334,0.5
4.833333333333334,0.5
4.833333333333334,0.5
4.833333333333334,0.5
4.833333333333334,0.5
4.833333333333334,0.5
4.833333333333334,0.5
4.833333333333334,0.5
4.833333333333334,0.5
4.833333333333334,0.5
4.833333333333335,0.5
4.85,0.5
4.877777777777776,0.5
4.877777777777777,0.5
4.877777777777777,0.5
4.877777777777777,0.5
4.877777777777778,0.5
4.894444444444444,0.5
4.90952380952381,0.5
4.916666666666666,0.5
4.916666666666666,0.5
4.916666666666666,0.5
4.916666666666666,0.5
4.916666666666666,0.5
4.916666666666666,0.5
4.916666666666666,0.5
4.916666666666666,0.5
4.916666666666667,0.5
4.916666666666667,0.5
4.916666666666667,0.5
4.916666666666667,0.5
4.933333333333334,0.5
4.933333333333334,0.5
4.933333333333334,0.5
4.933333333333334,0.5
4.976190476190476,0.5
4.976190476190476,0.5
4.976190476190476,0.5
4.999999999999999,0.5
4.999999999999999,0.5
4.999999999999999,0.5
4.999999999999999,0.5
4.999999999999999,0.5
4.999999999999999,0.5
4.999999999999999,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.0,0.5
5.000000000000001,0.5
5.000000000000001,0.5
5.016666666666667,0.5
5.033333333333333,0.5
5.044444444444443,0.5
5.044444444444444,0.5
5.044444444444444,0.5
5.05952380952381,0.5
5.061111111111111,0.5
5.083333333333333,0.5
5.083333333333333,0.5
5.083333333333333,0.5
5.083333333333333,0.5
5.083333333333333,0.5
5.083333333333333,0.5
5.083333333333333,0.5
5.083333333333333,0.5
5.083333333333333,0.5
5.099999999999999,0.5
5.099999999999999,0.5
5.1,0.5
5.1,0.5
5.1,0.5
5.1,0.5
5.1,0.5
5.1,0.5
5.1,0.5
5.1,0.5
5.1,0.5
5.1,0.5
5.1,0.5
5.1,0.5
5.1000000000000005,0.5
5.1000000000000005,0.5
5.1000000000000005,0.5
5.111111111111111,0.5
5.111111111111111,0.5
5.116666666666666,0.5
5.116666666666667,0.5
5.116666666666667,0.5
5.142857142857143,0.5
5.166666666666666,0.5
5.166666666666666,0.5
5.166666666666666,0.5
5.166666666666666,0.5
5.166666666666666,0.5
5.166666666666666,0.5
5.166666666666666,0.5
5.166666666666666,0.5
5.166666666666666,0.5
5.166666666666666,0.5
5.166666666666666,0.5
5.166666666666666,0.5
5.166666666666666,0.5
5.166666666666666,0.5
5.166666666666666,0.5
5.166666666666666,0.5
5.166666666666666,0.5
5.166666666666667,0.5
5.166666666666667,0.5
5.166666666666667,0.5
5.166666666666667,0.5
5.166666666666667,0.5
5.166666666666667,0.5
5.166666666666667,0.5
5.166666666666667,0.5
5.166666666666667,0.5
5.166666666666667,0.5
5.166666666666667,0.5
5.166666666666667,0.5
5.166666666666667,0.5
5.166666666666667,0.5
5.166666666666667,0.5
5.166666666666667,0.5
5.166666666666667,0.5
5.166666666666667,0.5
5.166666666666667,0.5
5.166666666666667,0.5
5.166666666666667,0.5
5.166666666666667,0.5
5.166666666666667,0.5
5.166666666666667,0.5
5.166666666666667,0.5
5.166666666666667,0.5
5.166666666666667,0.5
5.166666666666667,0.5
5.166666666666667,0.5
5.166666666666667,0.5
5.166666666666667,0.5
5.166666666666667,0.5
5.166666666666667,0.5
5.166666666666667,0.5
5.166666666666667,0.5
5.166666666666667,0.5
5.166666666666667,0.5
5.166666666666667,0.5
5.166666666666667,0.5
5.166666666666667,0.5
5.183333333333333,0.5
5.183333333333333,0.5
5.183333333333333,0.5
5.2,0.5
5.2,0.5
5.2,0.5
5.2,0.5
5.200000000000001,0.5
5.21111111111111,0.5
5.21111111111111,0.5
5.211111111111111,0.5
5.211111111111111,0.5
5.216666666666667,0.5
5.249999999999999,0.5
5.249999999999999,0.5
5.249999999999999,0.5
5.249999999999999,0.5
5.25,0.5
5.25,0.5
5.25,0.5
5.25,0.5
5.25,0.5
5.25,0.5
5.25,0.5
5.25,0.5
5.25,0.5
5.25,0.5
5.25,0.5
5.25,0.5
5.25,0.5
5.25,0.5
5.25,0.5
5.25,0.5
5.25,0.5
5.25,0.5
5.25,0.5
5.25,0.5
5.25,0.5
5.25,0.5
5.25,0.5
5.25,0.5
5.25,0.5
5.266666666666666,0.5
5.266666666666666,0.5
5.266666666666667,0.5
5.266666666666667,0.5
5.266666666666667,0.5
5.266666666666667,0.5
5.266666666666667,0.5
5.266666666666667,0.5
5.266666666666667,0.5
5.266666666666667,0.5
5.266666666666667,0.5
5.266666666666667,0.5
5.266666666666667,0.5
5.277777777777777,0.5
5.277777777777778,0.5
5.283333333333333,0.5
5.283333333333333,0.5
5.283333333333333,0.5
5.283333333333334,0.5
5.294444444444443,0.5
5.3,0.5
5.30952380952381,0.5
5.326190476190476,0.5
5.333333333333332,0.5
5.333333333333332,0.5
5.333333333333332,0.5
5.333333333333332,0.5
5.333333333333332,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333333,0.5
5.333333333333334,0.5
5.333333333333334,0.5
5.333333333333334,0.5
5.333333333333334,0.5
5.333333333333334,0.5
5.333333333333334,0.5
5.333333333333334,0.5
5.333333333333334,0.5
5.333333333333334,0.5
5.333333333333334,0.5
5.333333333333334,0.5
5.333333333333334,0.5
5.333333333333334,0.5
5.333333333333334,0.5
5.333333333333334,0.5
5.333333333333334,0.5
5.333333333333334,0.5
5.333333333333334,0.5
5.333333333333334,0.5
5.333333333333334,0.5
5.333333333333334,0.5
5.333333333333334,0.5
5.333333333333334,0.5
5.333333333333334,0.5
5.333333333333335,0.5
5.333333333333335,0.5
5.35,0.5
5.35,0.5
5.35,0.5
5.35,0.5
5.35,0.5
5.3500000000000005,0.5
5.361111111111111,0.5
5.361111111111111,0.5
5.366666666666666,0.5
5.366666666666666,0.5
5.366666666666667,0.5
5.366666666666667,0.5
5.377777777777776,0.5
5.377777777777776,0.5
5.377777777777776,0.5
5.377777777777777,0.5
5.377777777777777,0.5
5.377777777777778,0.5
5.416666666666666,0.5
5.416666666666666,0.5
5.416666666666666,0.5
5.416666666666666,0.5
5.416666666666666,0.5
5.416666666666666,0.5
5.416666666666666,0.5
5.416666666666666,0.5
5.416666666666666,0.5
5.416666666666666,0.5
5.416666666666667,0.5
5.416666666666667,0.5
5.416666666666667,0.5
5.416666666666667,0.5
5.416666666666667,0.5
5.416666666666667,0.5
5.416666666666667,0.5
5.416666666666667,0.5
5.433333333333332,0.5
5.433333333333333,0.5
5.433333333333333,0.5
5.433333333333333,0.5
5.433333333333333,0.5
5.433333333333333,0.5
5.433333333333333,0.5
5.433333333333333,0.5
5.433333333333333,0.5
5.433333333333334,0.5
5.433333333333334,0.5
5.433333333333334,0.5
5.433333333333334,0.5
5.433333333333334,0.5
5.433333333333334,0.5
5.444444444444444,0.5
5.444444444444444,0.5
5.45,0.5
5.45,0.5
5.45,0.5
5.45,0.5
5.4611111111111095,0.5
5.461111111111111,0.5
5.461111111111111,0.5
5.476190476190476,0.5
5.499999999999998,0.5
5.499999999999999,0.5
5.499999999999999,0.5
5.499999999999999,0.5
5.499999999999999,0.5
5.499999999999999,0.5
5.499999999999999,0.5
5.499999999999999,0.5
5.499999999999999,0.5
5.499999999999999,0.5
5.499999999999999,0.5
5.499999999999999,0.5
5.499999999999999,0.5
5.499999999999999,0.5
5.499999999999999,0.5
5.499999999999999,0.5
5.499999999999999,0.5
5.499999999999999,0.5
5.499999999999999,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.5,0.5
5.500000000000001,0.5
5.500000000000001,0.5
5.500000000000001,0.5
5.500000000000001,0.5
5.500000000000001,0.5
5.500000000000001,0.5
5.500000000000001,0.5
5.500000000000001,0.5
5.516666666666666,0.5
5.516666666666667,0.5
5.516666666666667,0.5
5.516666666666667,0.5
5.516666666666667,0.5
5.533333333333333,0.5
5.533333333333334,0.5
5.544444444444443,0.5
5.544444444444443,0.5
5.544444444444443,0.5
5.544444444444443,0.5
5.544444444444443,0.5
5.544444444444443,0.5
5.544444444444444,0.5
5.561111111111111,0.5
5.577777777777778,0.5
5.583333333333332,0.5
5.583333333333332,0.5
5.583333333333332,0.5
5.583333333333332,0.5
5.583333333333332,0.5
5.583333333333333,0.5
5.583333333333333,0.5
5.583333333333333,0.5
5.583333333333333,0.5
5.583333333333333,0.5
5.583333333333333,0.5
5.583333333333333,0.5
5.583333333333333,0.5
5.583333333333333,0.5
5.583333333333333,0.5
5.583333333333333,0.5
5.583333333333333,0.5
5.583333333333333,0.5
5.583333333333333,0.5
5.583333333333333,0.5
5.583333333333333,0.5
5.583333333333333,0.5
5.583333333333333,0.5
5.583333333333333,0.5
5.583333333333333,0.5
5.583333333333333,0.5
5.583333333333333,0.5
5.583333333333333,0.5
5.583333333333333,0.5
5.583333333333333,0.5
5.583333333333333,0.5
5.583333333333333,0.5
5.583333333333333,0.5
5.583333333333333,0.5
5.583333333333333,0.5
5.583333333333334,0.5
5.583333333333334,0.5
5.583333333333334,0.5
5.599999999999999,0.5
5.599999999999999,0.5
5.599999999999999,0.5
5.599999999999999,0.5
5.6,0.5
5.6,0.5
5.6,0.5
5.6,0.5
5.6,0.5
5.6,0.5
5.6,0.5
